name,pro_B12_17_1,pro_B12_17_2,pro_B12_17_3,pro_B12_21_1,pro_B12_21_2,pro_B12_21_3,nonpro_B12_1,nonpro_B12_2,nonpro_B12_3,status.in.b12_17,status.in.b12_21,status_in_nonprob12,welch.pval.b12_17.vs.parent,fold.change.17...parent,foldchange_B12_17,log2FC_B12_17,welch.pval.b12_21.vs.parent,fold.change.21...parent,foldchange_B12_21,log2FC_B12_21,pro_wt_1_1,pro_wt_1_2,pro_wt_1_3,pro_wt_3_1,pro_wt_3_2,pro_wt_3_3,nonpro_wt_1,nonpro_wt_2,nonpro_wt_3,status_in_prowt_1,status_in_prowt_1_3,status.nonpro_wt,welch.pval.wt_1.vs.parent,fold.change.wt1...parent,foldchange_wt_1,log2FC_wt_1,welch.pval.wt_3.vs.parent,fold.change.wt3...parent,foldchange_wt_3,log2FC_wt_3,adj_pval_b12_17_vs_parent,adj_pval_b12_21_vs_parent,adj_pval_wt_1_vs_parent,adj_pval_wt_3_vs_parent,welch_pval_wtprovsB12pro,adj_pval_wtprovsB12pro,fold_change_wtprovsB12pro
I79_022299 ,27.27312895,27.07826387,27.03795201,26.94163667,26.73280254,27.11071086,25.98091204,26.36530291,26.13256088,in b12_17,in b12_21,in b12,0.003348766,0.970189669,1.037087339,0.052537397,0.007953559,0.76879141,1.029388509,0.041787584,26.7993347,27.09205047,27.19260127,27.65396803,26.78765361,27.13389916,26.0407507,26.44296046,26.16334933,in wt_1,in prowt_3,in nonpro_wt,0.008355828,0.812308651,1.030985595,0.044024175,0.042589386,0.976153441,1.037235471,0.052743448,0.045881548,0.064625565,0.053168248,0.140137685,0.602918779,0.795144707,0.08083539
I79_022531 ,24.90231236,23.80134864,25.05119705,25.53551917,21.97449675,23.21858742,21.6300416,22.75278803,23.20469687,in b12_17,not in b12_21,not in b12,0.029585264,2.05577718,1.091249553,0.125981062,0.432376525,1.047025612,1.046474209,0.065536756,21.49548233,23.40474206,21.85761373,23.26556168,22.10492629,22.22397162,22.71081577,21.86531102,22.49175847,not in wt_1,not in prowt_3,not in nonpro_wt,0.882561808,-0.103349049,0.995377115,-0.006684877,0.717191737,0.175524778,1.007851363,0.011282888,0.130106906,0.568162175,0.921163918,0.802736294,0.0282915,0.1959193,-1.68852728
I79_022646 ,27.36620012,27.57487288,27.34014967,27.2271411,27.29329137,27.43421232,27.59477964,27.74969786,27.31052174,in b12_17,in b12_21,in b12,0.459540857,-0.124592189,0.995477871,-0.006538849,0.2040378,-0.233451484,0.991526774,-0.012276364,27.38158331,27.2451139,27.40820053,27.81884451,27.2633403,27.19283427,27.23101787,27.41922341,27.50707533,in wt_1,in prowt_3,in nonpro_wt,0.696184024,-0.040806287,0.998509946,-0.002151297,0.867645735,0.039234156,1.001432647,0.002065394,0.580571337,0.36545845,0.772091076,0.91839296,0.909823944,0.951400387,0.01234156
I79_022666 ,22.40175512,23.29266049,22.96798102,23.7744443,23.22240158,21.72789651,23.03048611,22.28134172,23.90373331,not in b12_17,in b12_21,not in b12,0.75278549,-0.184388167,0.99200809,-0.011576208,0.842861565,-0.163606248,0.992908838,-0.010266829,21.65706204,23.12113997,24.95135287,21.52143925,23.61545537,23.44364699,26.07796776,25.58818351,24.79330961,not in wt_1,not in prowt_3,in nonpro_wt,0.129715031,-2.243301998,0.911980729,-0.132924756,0.039210399,-2.626306423,0.896952984,-0.15689573,0.816665302,0.89864391,0.252278989,0.132781752,0.80615499,0.904774528,0.153826245
I79_022902 ,25.98976988,25.12518414,25.93178411,26.10545571,25.95766495,25.94158934,26.28298684,26.46670486,26.66104568,in b12_17,in b12_21,in b12,0.090998593,-0.787999752,0.970230735,-0.043600212,0.032979779,-0.468675795,0.982294241,-0.025772854,25.66877302,25.8002879,26.09977874,25.92681449,25.84701688,26.00319158,25.94625914,25.88473434,25.12113644,in wt_1,in prowt_3,in nonpro_wt,0.537277359,0.20556991,1.0080142,0.011515962,0.409427101,0.274964341,1.010719561,0.015382755,0.226361488,0.142659243,0.640968522,0.540289165,0.766141589,0.881964728,0.04906908
I79_023037 ,25.33848616,24.62163663,25.04819747,21.51272321,21.26473206,23.24644636,20.73828304,21.86593823,22.55120226,in b12_17,not in b12_21,not in b12,0.014993328,3.284298907,1.151221436,0.203165361,0.741508537,0.289492696,1.013329329,0.019103122,21.98513557,21.53021079,21.98169943,22.22155614,22.44227633,21.94695418,21.31209016,22.07971364,23.12276427,not in wt_1,not in prowt_3,not in nonpro_wt,0.589855104,-0.339174092,0.984702264,-0.022240519,0.957716739,0.032072858,1.001446579,0.002085464,0.089710049,0.822030347,0.685540523,0.975568915,0.098174331,0.34766437,-1.487398242
I79_023283 ,24.70092258,24.54296452,22.88058379,25.01373351,23.16275576,24.40263111,24.41021096,21.98880388,22.73762937,in b12_17,in b12_21,not in b12,0.343470621,0.995942229,1.043216253,0.061038251,0.275561699,1.147492058,1.049792353,0.070103993,24.86602599,21.65917505,22.48890746,22.10887324,24.33960619,21.90922965,20.89491423,22.32706439,22.36904878,not in wt_1,not in prowt_3,not in nonpro_wt,0.367913026,1.141027032,1.052188253,0.073392848,0.381821868,0.92222723,1.042180795,0.059605575,0.4824862,0.437103276,0.493820587,0.515835035,0.099247719,0.34924671,-1.221962282
I79_023340 ,26.18362171,26.04035508,26.27665686,26.4656184,25.95875171,26.76844058,25.76964517,21.77779724,25.55934955,in b12_17,in b12_21,in b12,0.299851318,1.797947233,1.073780309,0.102698854,0.256164405,2.028672913,1.083248335,0.11536402,25.87566361,25.56178289,25.79131224,26.4595776,26.75433624,26.63211254,24.67607441,24.49914798,21.98068026,in wt_1,in prowt_3,in nonpro_wt,0.144058205,2.024285364,1.085345781,0.118154745,0.078286147,2.89670791,1.122127939,0.166237174,0.446603463,0.416285829,0.268735085,0.196208176,0.674435201,0.832072113,-0.10310987
I79_023362 ,26.37027491,27.31889834,27.05608298,26.63246989,27.23752088,26.88114072,22.39800992,25.62174681,22.1334913,in b12_17,in b12_21,not in b12,0.079830526,3.530669402,1.15098386,0.202867603,0.084303134,3.532627821,1.151067609,0.202972574,26.17877134,26.39398128,26.26832985,26.12334841,26.42419507,25.8000604,21.09879662,22.48632401,22.0514891,in wt_1,in prowt_3,not in nonpro_wt,0.007467639,4.401490915,1.201175423,0.264446862,0.003560512,4.23699805,1.19365708,0.255388431,0.212703323,0.232352165,0.04931827,0.039082405,0.003149825,0.063046021,-0.717950228
I79_023377 ,23.08815605,23.01481733,22.54253836,21.97861871,22.61628439,22.72225385,23.1019574,22.33967876,21.52672126,not in b12_17,not in b12_21,not in b12,0.346162062,0.55905144,1.025043982,0.035685813,0.83464186,0.116266509,1.005208423,0.007494665,23.09299668,23.36837697,23.31011282,22.03150996,22.20237722,22.85413584,21.41694369,23.14302434,23.53172896,in wt_1,not in prowt_3,not in nonpro_wt,0.48034776,0.559929827,1.02466952,0.035158682,0.668713941,-0.334557992,0.985259965,-0.021423658,0.484557341,0.893591979,0.592882731,0.769069224,0.610921749,0.798633674,0.149473467
I79_023445 ,28.25717819,28.40234668,28.25862976,28.33089236,28.10965174,28.37677673,28.84130213,28.40665938,27.70361187,in b12_17,in b12_21,in b12,0.976379949,-0.011139587,0.999606614,-0.000567648,0.906567669,-0.044750852,0.998419658,-0.002281755,29.14478459,28.97914983,28.84452008,28.67791412,28.70587108,28.51389454,28.27638987,27.68407241,28.01987427,in wt_1,in prowt_3,in nonpro_wt,0.014398314,0.996039317,1.035581162,0.050440627,0.052377531,0.639114397,1.022830859,0.032567592,0.983792812,0.94170857,0.07127549,0.156507855,0.001350484,0.040152173,0.521776463
I79_023459 ,23.45857189,23.3541421,23.05312947,23.14868747,22.65562934,22.18620918,22.84776188,23.01271065,22.48152083,in b12_17,not in b12_21,not in b12,0.066556275,0.507950036,1.02229742,0.031814984,0.736774377,-0.117155786,0.994857227,-0.007438597,22.84330535,22.4376326,22.19159193,22.77577799,22.922322,22.22295448,21.41864634,21.81982067,22.78804868,not in wt_1,not in prowt_3,not in nonpro_wt,0.365535823,0.482004731,1.021900507,0.031254742,0.261884698,0.631512927,1.028693605,0.040813342,0.19222004,0.8190627,0.492624922,0.404807954,0.11577839,0.376941054,-0.410464183
I79_023568 ,27.59528427,27.54144343,27.47774981,27.75675397,27.30658345,27.32850332,26.82278442,27.42443228,22.2328648,in b12_17,in b12_21,in b12,0.338547145,2.044798668,1.080209067,0.111310564,0.352243103,1.970586413,1.077298025,0.107417414,27.35431593,27.15817194,27.24655951,27.87782696,27.73204973,27.85235153,27.9598746,26.93249209,26.15572817,in wt_1,in prowt_3,in nonpro_wt,0.695318483,0.236984174,1.008771983,0.012600113,0.262905521,0.804711122,1.029786429,0.042345164,0.478934822,0.504212392,0.771745365,0.405488482,0.815382273,0.907610803,0.035826225
I79_023583 ,27.25571933,26.80088,27.06174588,27.14978453,27.3578187,26.91878362,26.69885209,22.68606868,23.20560477,in b12_17,in b12_21,not in b12,0.151289518,2.842606557,1.117478412,0.160246961,0.143048507,2.945287103,1.121721964,0.165715126,27.19267192,27.18410391,27.29865092,26.82492046,27.36000324,27.48599221,26.57836348,27.53394818,21.48268657,in wt_1,in prowt_3,in nonpro_wt,0.393376171,2.026809505,1.08043427,0.111611307,0.393697545,2.025305895,1.080374599,0.111531626,0.295750201,0.30187336,0.517629551,0.527989525,0.311537295,0.579632153,0.133601767
I79_024061 ,23.2564694,22.98807489,22.63517341,22.58544008,22.7770546,22.66508029,21.94946503,21.91481713,21.80586224,not in b12_17,not in b12_21,not in b12,0.022141009,1.069857766,1.048874162,0.068841602,0.000501677,0.785810188,1.035898057,0.050882034,22.78847457,22.4100212,23.3474818,23.06409528,22.59889923,21.55417995,22.84514689,22.18785875,22.38505937,in wt_1,not in prowt_3,not in nonpro_wt,0.330277651,0.375970853,1.016730124,0.023936787,0.90013861,-0.06696352,0.997020227,-0.004305322,0.109603894,0.023371736,0.460011901,0.940992613,0.511448504,0.732104253,-0.190690107
I79_024205 ,23.60341262,22.22438929,21.9677914,24.46811146,23.96419491,23.25249276,22.11783626,22.84086648,22.33860838,not in b12_17,in b12_21,not in b12,0.784900362,0.166094067,1.007404192,0.010642639,0.032816318,1.462496003,1.065195592,0.091118363,22.74574255,22.6280909,22.37271822,23.85404504,23.61542706,23.30068904,22.4573766,23.86974672,23.0631136,not in wt_1,in prowt_3,not in nonpro_wt,0.31103377,-0.547895081,0.976312442,-0.034585178,0.382573024,0.459974743,1.019886432,0.028408512,0.84440196,0.142238069,0.442045445,0.515835035,0.739971019,0.864695694,-0.160613272
I79_024324 ,30.12790276,30.49946212,30.10629022,29.64826442,30.6588354,30.04357182,29.13924356,30.617757,31.18825246,in b12_17,in b12_21,in b12,0.919553629,-0.070532637,0.997673348,-0.00336056,0.789723002,-0.198193791,0.993462205,-0.009463011,28.94715878,30.16567769,29.2723394,28.36284795,28.89678758,27.77024607,29.60695857,28.96058506,29.67802747,in wt_1,in prowt_3,in nonpro_wt,0.919940619,0.046534921,1.001582003,0.002280545,0.061015985,-1.071896499,0.963559763,-0.053553945,0.943939582,0.861431705,0.950992027,0.170133401,0.009991313,0.125999047,-1.278211545
I79_024414 ,24.46029246,23.95970886,24.73574672,24.61693746,22.56644387,24.55274912,21.4162705,22.35674005,22.74099361,in b12_17,in b12_21,not in b12,0.014197107,2.213914621,1.09985482,0.137313101,0.105513866,1.740708764,1.078511681,0.109041802,24.09510368,24.08210929,24.27136513,24.30681353,24.29919121,24.43645939,21.27818486,22.83331334,23.60308992,in wt_1,in prowt_3,not in nonpro_wt,0.146308731,1.577996659,1.069910932,0.0974907,0.121149393,1.775958667,1.078681362,0.109268761,0.087152725,0.256769846,0.272386395,0.254441114,0.779833092,0.890735585,0.099860623
I79_024581 ,22.25467807,22.92000227,22.91999245,22.43714096,21.82286731,23.30157197,22.87990806,20.9905631,22.68774888,not in b12_17,not in b12_21,not in b12,0.491671515,0.512150923,1.023084343,0.032925085,0.676150571,0.334453405,1.015074925,0.02158622,23.71476168,22.57145656,24.0009966,22.41505965,21.86732171,21.47701778,22.53672716,22.48512627,22.79319274,in wt_1,not in prowt_3,not in nonpro_wt,0.195444921,0.824056226,1.036454575,0.051656888,0.115836688,-0.685215677,0.969687449,-0.044408284,0.606054185,0.7682151,0.325197012,0.247954569,0.892040339,0.943497694,0.065060158
I79_024681 ,22.48452848,21.84478916,23.9087068,23.36612233,24.05186655,22.73970602,21.48653447,22.28512483,22.14808712,not in b12_17,in b12_21,not in b12,0.335288884,0.772759338,1.035168188,0.049865187,0.043497143,1.412649494,1.064289514,0.089890655,23.88730826,24.07036476,22.90063696,22.11364876,22.492752,22.23839349,22.07026942,21.10689641,21.53134272,in wt_1,not in prowt_3,not in nonpro_wt,0.012761076,2.049933811,1.095038528,0.130981631,0.110732607,0.712095234,1.033013985,0.046859785,0.476424117,0.165901302,0.066977625,0.241573394,0.819202935,0.909336427,-0.115435852
I79_024771 ,21.82450367,22.72031043,22.1308807,22.38344902,22.06850744,22.39977155,25.17930177,22.5935486,23.32006403,not in b12_17,not in b12_21,not in b12,0.187837768,-1.47240653,0.93786695,-0.092544825,0.205841755,-1.413728791,0.940343051,-0.088740926,23.11484307,23.78206785,22.46297026,23.59627764,22.48820657,22.26103773,22.14223801,25.98144096,21.48297484,in wt_1,not in prowt_3,not in nonpro_wt,0.959418214,-0.082257543,0.996454755,-0.005123795,0.797177869,-0.420377285,0.981882021,-0.026378408,0.332806014,0.366826084,0.976231677,0.8628096,0.047157535,0.245941445,0.696330052
I79_025566 ,26.34824257,27.5062827,26.08052197,26.24935599,25.95703425,26.36626571,23.13019517,22.9820732,22.28900781,in b12_17,in b12_21,not in b12,0.003613206,3.844590356,1.168619238,0.224804944,0.001671546,3.390459925,1.148701608,0.200004086,26.27160881,25.92017261,25.74340074,25.70442911,26.1336391,26.02262231,22.19136981,22.59248853,22.22446002,in wt_1,in prowt_3,not in nonpro_wt,7.05103e-05,3.642287932,1.163067274,0.217934547,3.76774e-05,3.617457389,1.161955596,0.216554938,0.046192684,0.032884164,0.01287959,0.009235711,0.109781297,0.365981431,-0.451971752
Iars1 ,25.59191075,24.79012724,25.58690549,25.95203066,25.9076235,25.8201143,25.18506876,23.64902076,23.52863835,in b12_17,in b12_21,in b12,0.138959222,1.202071871,1.049835263,0.070162963,0.079062269,1.772346864,1.073477614,0.102292106,26.55403973,26.28920432,26.68815824,26.51273414,26.64886676,26.56387439,23.98445504,24.17795014,24.74561053,in wt_1,in prowt_3,in nonpro_wt,0.003369274,2.20779553,1.090845794,0.125447171,0.008419407,2.272486529,1.093507682,0.128963356,0.282685658,0.225533822,0.033416963,0.059707092,0.002237869,0.049109779,0.934694273
Iars2 ,26.46622188,25.90355937,26.56770663,26.02276443,26.34316267,26.06096714,26.30345048,26.6157389,26.37061709,in b12_17,in b12_21,in b12,0.643317629,-0.117439528,0.995556571,-0.006424797,0.106892517,-0.28763741,0.989116984,-0.015786935,25.78162958,26.08003389,26.0691175,25.83773768,25.57820386,25.35806839,25.93562164,25.59409245,24.88578925,in wt_1,in prowt_3,in nonpro_wt,0.239122136,0.505092541,1.019829453,0.028327909,0.749398592,0.119502193,1.004691543,0.006752637,0.733003366,0.258377663,0.370240774,0.828141902,0.019097794,0.161779796,-0.443265203
ICAM1 ,26.0419554,26.05574884,25.72223513,25.63137184,25.28461571,25.98428482,27.66666522,26.67987652,26.52239517,in b12_17,in b12_21,in b12,0.094328031,-1.016332516,0.962297049,-0.05544579,0.045319368,-1.322888179,0.950924735,-0.072596938,26.12988421,25.82478755,26.16954499,26.36324599,26.21751087,26.47091218,27.90799127,27.40871976,26.0827378,in wt_1,in prowt_3,in nonpro_wt,0.178751399,-1.091744028,0.959763461,-0.059249205,0.286353153,-0.782593263,0.971157301,-0.042223103,0.229291205,0.169030536,0.309236592,0.427182448,0.025110329,0.18604929,0.409279008
Idh3b ,26.46009285,26.99138977,26.44001341,25.99820742,26.49046092,25.76627492,25.51432696,25.87567084,26.79100342,in b12_17,in b12_21,in b12,0.272398443,0.570164936,1.021878651,0.031223885,0.958299376,0.024647343,1.00094578,0.001363828,26.13900223,26.09577366,25.99813004,26.15309989,26.39507543,25.80271573,26.2673257,25.69942619,26.46944612,in wt_1,in prowt_3,in nonpro_wt,0.798091485,-0.067764026,0.997408185,-0.003744052,0.926353625,-0.028435657,0.998912403,-0.001569924,0.4192018,0.973061989,0.855821843,0.957621496,0.217067381,0.490042604,-0.260440385
Idh3g ,24.90867232,22.08839669,24.81628519,24.03618495,24.31351519,24.62538645,22.56256275,23.45290704,23.11150199,in b12_17,in b12_21,not in b12,0.438057329,0.895460807,1.038861567,0.055003421,0.019457207,1.282704932,1.055667342,0.07815529,24.39931816,24.68599941,24.63516107,24.45230355,22.64093636,21.78533399,21.56101123,22.36706179,20.95451722,in wt_1,not in prowt_3,not in nonpro_wt,0.015378095,2.945962799,1.136213557,0.184234022,0.229616317,1.331994555,1.061587918,0.086223857,0.563079546,0.105500459,0.073514152,0.372708605,0.594575288,0.789618476,-0.364898042
Idi1 ,25.33416966,26.03732047,25.41637059,25.62504181,25.67813777,25.42857818,22.64814529,22.48794089,23.52843192,in b12_17,in b12_21,not in b12,0.003571299,2.707780871,1.118304808,0.161313466,0.010903448,2.689079887,1.117487749,0.160259015,25.20756255,25.32623764,24.93855923,25.35177607,24.61109738,25.22543086,22.68054182,22.38834715,23.17851944,in wt_1,in prowt_3,not in nonpro_wt,0.002843801,2.408317005,1.105864108,0.145174114,0.002055333,2.31363197,1.10170197,0.139734002,0.046192684,0.075859937,0.03023628,0.030472865,0.012606813,0.137989876,-0.476492458
Ier3ip1 ,24.74328026,24.9692476,24.98078774,24.92944844,23.04028653,25.24504693,22.94407054,22.65621372,23.79918889,in b12_17,in b12_21,not in b12,0.030697905,1.764614153,1.07628073,0.10605443,0.198784582,1.271769583,1.054976048,0.077210244,23.09504038,20.97566451,24.82221629,25.04819982,22.11906926,25.1613696,23.1750458,22.32272473,22.22249255,not in wt_1,in prowt_3,not in nonpro_wt,0.763097449,0.390886034,1.017316207,0.024768174,0.259212474,1.536125199,1.068050173,0.094979421,0.132110234,0.361863246,0.828174685,0.402241183,0.199575022,0.472555761,-1.11442294
Ifrd1 ,21.81343899,23.35156217,24.5981885,22.68492947,23.27303871,24.88334061,21.62331389,22.58332093,22.73486042,not in b12_17,not in b12_21,not in b12,0.369430863,0.940564809,1.042151649,0.059565227,0.177528567,1.299937849,1.058257043,0.08169009,24.57421309,24.70944253,22.74947802,24.8488378,25.21812841,24.97882803,21.47929643,22.33406883,22.23870557,in wt_1,in prowt_3,not in nonpro_wt,0.070683493,1.9936876,1.090550724,0.125056874,0.003419412,2.997907798,1.136161112,0.184167429,0.504591597,0.338653057,0.180641791,0.038527421,0.102221713,0.354338139,1.079071572
Igf1r ,24.09712568,22.75366429,23.74703795,24.02108853,22.85007454,23.91952006,23.03015839,22.48606374,21.74665669,in b12_17,in b12_21,not in b12,0.112803,1.111649698,1.049580826,0.06981327,0.08983925,1.17593477,1.052448013,0.073748971,22.66649769,22.84823197,22.41897975,23.64984106,22.59026315,23.85874525,22.049203,22.83608538,21.81277905,not in wt_1,in prowt_3,not in nonpro_wt,0.315559392,0.411880658,1.018525904,0.026482672,0.089595258,1.133594011,1.050987715,0.071745805,0.252535687,0.239370927,0.446428439,0.212874667,0.138375183,0.407167494,-0.559325363
Igf2r ,25.06052688,25.82397968,25.43883813,25.10266541,25.38306932,25.43025098,25.25018598,25.61746017,24.10009417,in b12_17,in b12_21,in b12,0.441203034,0.451868125,1.018082503,0.025854478,0.563727169,0.316081794,1.012648712,0.01813379,25.960401,25.65189416,25.49812374,25.32173241,25.62435826,25.49459569,27.25786143,27.11875222,25.34894136,in wt_1,in prowt_3,in nonpro_wt,0.289934714,-0.871712038,0.96719827,-0.04811643,0.214815589,-1.094956219,0.958797795,-0.060701504,0.565203405,0.679251025,0.421736977,0.358068808,0.159114816,0.427630657,0.218629143
Igfbp4 ,22.93012521,23.36290127,22.98398459,21.57487398,23.13272112,22.95417119,21.43073175,22.64592957,22.15028859,not in b12_17,not in b12_21,not in b12,0.087539486,1.016687056,1.046054683,0.064958271,0.478094723,0.478272126,1.021665144,0.030922422,23.23292618,23.18966718,22.49636238,22.63619713,24.02819669,21.91589224,22.57207428,22.50574537,21.80160113,in wt_1,not in prowt_3,not in nonpro_wt,0.118675352,0.679844983,1.030495703,0.043338489,0.466085008,0.566955094,1.025431818,0.036231569,0.222418373,0.608980801,0.237435898,0.593412023,0.8176602,0.908708475,0.09341074
Ighmbp2 ,22.34761399,25.27246707,24.51708654,25.00612902,22.5794002,24.60598022,22.34866593,23.42932014,25.21038756,in b12_17,in b12_21,not in b12,0.767540636,0.382931326,1.016182847,0.023160017,0.739153638,0.40104527,1.01694835,0.024246408,22.35621482,24.00745801,21.59999233,22.72969221,22.25068348,21.68418236,25.0882169,21.94909501,22.56283988,not in wt_1,not in prowt_3,not in nonpro_wt,0.673629848,-0.545495541,0.976487312,-0.034326796,0.418919477,-0.978531246,0.957822021,-0.06217049,0.830732331,0.820641943,0.754814831,0.549942808,0.03032681,0.206148339,-1.616742305
Ik ,23.90637514,23.00274807,23.34480208,23.36796941,24.26239631,23.92228914,25.11643133,23.78513712,25.43445305,in b12_17,in b12_21,in b12,0.096524533,-1.360698736,0.945085893,-0.081482641,0.201328257,-0.927788878,0.96255696,-0.055056179,24.55994832,24.2285519,24.40582022,23.51843566,26.5030565,26.77695306,22.67093981,25.1150287,26.12786107,in wt_1,in prowt_3,in nonpro_wt,0.837284827,-0.239836382,0.990265568,-0.014112618,0.547051467,0.961538548,1.039026738,0.05523278,0.230715157,0.36323291,0.88491195,0.666069217,0.053154295,0.255922778,1.364364252
Ikbip ,24.32005965,23.22526384,23.91337387,24.30875705,22.94330217,25.05413871,23.94129832,24.96382985,23.68894893,in b12_17,in b12_21,in b12,0.4959614,-0.378459913,0.984359885,-0.02274223,0.902964284,-0.095959723,0.996034399,-0.005732527,24.61789609,24.47533105,24.25756673,24.84379067,25.74598638,24.99542002,24.54032996,24.76450709,24.55715072,in wt_1,in prowt_3,in nonpro_wt,0.259671367,-0.170397966,0.993079067,-0.010019509,0.169160971,0.5744031,1.023330124,0.03327163,0.608918247,0.940067785,0.389716801,0.313048889,0.051541791,0.253009662,0.861849275
Ikbip .1,26.90122701,27.00555609,27.18757419,27.21106125,26.86039657,27.30954236,24.14892887,24.04932759,21.52091632,in b12_17,in b12_21,in b12,0.046580129,3.791728172,1.163157193,0.21804608,0.042619871,3.887275801,1.167268585,0.223136559,26.72661786,27.01092647,26.04561586,26.75705053,27.29384726,27.18631279,22.8568881,23.83147886,22.98320538,in wt_1,in prowt_3,in nonpro_wt,0.001321761,3.370529282,1.14513219,0.195514147,0.001426211,3.855212742,1.166002257,0.221570581,0.162680225,0.164949677,0.021049988,0.026254077,0.261905198,0.537108011,-0.242497783
Ilf3 ,26.69970059,27.26495953,26.62358638,26.78776212,26.68172263,26.92138112,27.54149987,28.21478176,28.01439694,in b12_17,in b12_21,in b12,0.020255189,-1.060810692,0.962010191,-0.055875918,0.020657422,-1.126604234,0.959653989,-0.05941377,26.81471842,26.55952045,26.7150652,26.42748489,26.79295977,26.30576215,28.2308591,27.91294726,27.68207235,in wt_1,in prowt_3,in nonpro_wt,0.006948024,-1.245524881,0.955424569,-0.065786118,0.00275165,-1.43322397,0.948707106,-0.075965341,0.105709035,0.109452918,0.047885628,0.035463309,0.107948954,0.363789281,-0.227266915
Ilk ,26.12838113,26.85415444,26.19576578,25.63756485,26.06241973,25.71987918,22.38916865,26.22161803,27.37292548,in b12_17,in b12_21,in b12,0.554223651,1.064863063,1.042043079,0.059414921,0.781151858,0.478717201,1.018900782,0.027013573,25.68679494,26.2666981,25.69405875,25.66683509,26.37367891,25.49761311,22.4713791,24.10704156,25.70577372,in wt_1,in prowt_3,in nonpro_wt,0.191579583,1.787785806,1.074198204,0.103260215,0.19510356,1.751310912,1.072684392,0.101225665,0.658687128,0.854820149,0.322752536,0.339054683,0.331899303,0.596007318,-0.235414368
Immt .1,22.52585398,22.6665752,23.66210719,22.33650141,22.89368502,22.45859801,23.3415318,23.10508953,22.38614824,not in b12_17,not in b12_21,not in b12,0.988171015,0.007255598,1.000316227,0.000456147,0.330134723,-0.381328373,0.983380225,-0.024178751,21.33129779,22.72876186,21.7940088,23.15118108,24.52775912,23.88842191,22.83778816,22.18345691,23.14028523,not in wt_1,in prowt_3,not in nonpro_wt,0.206770745,-0.769153955,0.966147153,-0.049685153,0.087612696,1.135277269,1.049967068,0.070344079,0.992444187,0.484255512,0.337802832,0.210409323,0.792651745,0.895468347,0.146351625
Immt .2,27.48799797,27.37722303,27.4168823,27.32818419,27.21468567,27.39799149,26.94935815,26.75129434,25.84438836,in b12_17,in b12_21,in b12,0.114136242,0.912354148,1.034408964,0.048806683,0.140253741,0.798606834,1.030119043,0.042811068,27.90777115,27.71585925,27.80447644,27.56916612,27.449426,27.50373109,25.66996631,26.59922029,26.41790727,in wt_1,in prowt_3,in nonpro_wt,0.027194263,1.580337658,1.060251469,0.084406481,0.044274206,1.278409785,1.048740259,0.068657411,0.253666433,0.299119438,0.102281256,0.142044711,0.009256135,0.119985344,0.2879109
Imp3 ,25.29558954,25.72285264,26.15539433,22.36895257,25.78223382,26.05799966,22.04542199,25.68937973,22.62680149,in b12_17,in b12_21,not in b12,0.177438351,2.270744434,1.096817483,0.133323472,0.477649593,1.282527612,1.05468299,0.076809428,24.52312974,25.45852634,26.09835059,22.83526395,24.85647924,21.89397352,21.74554539,21.39170681,22.20011431,in wt_1,not in prowt_3,not in nonpro_wt,0.006195921,3.580880055,1.164418016,0.219609066,0.242591777,1.416116733,1.065021754,0.0908829,0.321744102,0.608692005,0.045466641,0.386730723,0.303773887,0.57409214,-0.952883197
Imp4 ,21.2694969,23.03654152,24.70072177,21.56592453,24.80720964,22.52431334,21.85226876,22.85951385,22.0633032,not in b12_17,not in b12_21,not in b12,0.537062175,0.743891459,1.033420764,0.047427776,0.544990479,0.707453898,1.031783736,0.045140611,22.22325076,24.7755702,24.24938029,24.18714295,24.21603458,22.19466008,22.50162986,24.4897026,22.1028465,in wt_1,in prowt_3,not in nonpro_wt,0.539953812,0.718007427,1.031175163,0.04428942,0.641570921,0.50121955,1.021762451,0.031059823,0.642675947,0.662402296,0.643098835,0.747203576,0.415539011,0.660643026,0.65697186
Impa2 ,21.98387291,24.68009944,24.44678688,24.33178833,24.17532509,24.56559194,24.68097074,22.15093377,22.7597095,in b12_17,in b12_21,not in b12,0.683065016,0.506381741,1.021829429,0.031154392,0.266085518,1.160363783,1.050021707,0.070419153,24.03316742,24.52719376,24.25295945,23.80873712,22.72107675,22.08076053,24.39622414,22.90996021,22.49220647,in wt_1,not in prowt_3,not in nonpro_wt,0.219662857,1.004976606,1.043194833,0.061008628,0.633373582,-0.395938806,0.98298218,-0.024762831,0.768242571,0.426440678,0.35229759,0.739820693,0.43919478,0.675889481,-0.45992826
IMPDH ,27.04952701,26.86105865,26.72486744,26.91548843,26.8610942,26.81528084,25.51446662,26.02345713,26.06283244,in b12_17,in b12_21,in b12,0.014333746,1.011565635,1.039106538,0.055343579,0.027311579,0.997035757,1.038544821,0.054563481,26.91127374,27.03137063,26.65214071,27.34734866,26.83941097,27.16702965,24.33593284,25.83891141,25.61871925,in wt_1,in prowt_3,in nonpro_wt,0.068923697,1.600407195,1.063346033,0.088611154,0.047647159,1.853408598,1.073360131,0.102134207,0.087713653,0.128493737,0.177696895,0.148703955,0.310922099,0.579632153,0.120209632
