name,pro_B12_17_1,pro_B12_17_2,pro_B12_17_3,pro_B12_21_1,pro_B12_21_2,pro_B12_21_3,nonpro_B12_1,nonpro_B12_2,nonpro_B12_3,status.in.b12_17,status.in.b12_21,status_in_nonprob12,welch.pval.b12_17.vs.parent,fold.change.17...parent,foldchange_B12_17,log2FC_B12_17,welch.pval.b12_21.vs.parent,fold.change.21...parent,foldchange_B12_21,log2FC_B12_21,pro_wt_1_1,pro_wt_1_2,pro_wt_1_3,pro_wt_3_1,pro_wt_3_2,pro_wt_3_3,nonpro_wt_1,nonpro_wt_2,nonpro_wt_3,status_in_prowt_1,status_in_prowt_1_3,status.nonpro_wt,welch.pval.wt_1.vs.parent,fold.change.wt1...parent,foldchange_wt_1,log2FC_wt_1,welch.pval.wt_3.vs.parent,fold.change.wt3...parent,foldchange_wt_3,log2FC_wt_3,adj_pval_b12_17_vs_parent,adj_pval_b12_21_vs_parent,adj_pval_wt_1_vs_parent,adj_pval_wt_3_vs_parent,welch_pval_wtprovsB12pro,adj_pval_wtprovsB12pro,fold_change_wtprovsB12pro
Cops7a ,25.38448717,22.72477691,24.62870913,25.48978175,22.52061833,23.00245435,25.27080268,22.99292142,22.58579111,in b12_17,not in b12_21,not in b12,0.613515707,0.629485997,1.026654494,0.037950745,0.967172548,0.054446404,1.002305439,0.003322217,25.84500233,25.58567791,25.6643119,25.97530655,25.06658639,25.18427785,21.42420777,21.73666888,21.70752779,in wt_1,in prowt_3,not in nonpro_wt,9.76934e-06,4.075529233,1.188482942,0.249121197,0.00263792,3.785922116,1.175089344,0.232770451,0.709488911,0.977696732,0.006806788,0.034678694,0.034464089,0.215361921,1.595055882
Copz1 ,26.44450017,26.13128275,26.32562285,26.56333543,25.75554287,26.64212256,25.87043935,25.55759439,21.42882886,in b12_17,in b12_21,in b12,0.294302106,2.014847724,1.082964637,0.114986134,0.289429605,2.034712753,1.083782612,0.116075406,26.52357362,26.12656625,26.62502719,26.31996443,26.65496106,26.35988862,25.36639342,25.30501807,25.2856215,in wt_1,in prowt_3,in nonpro_wt,0.016441097,1.106044694,1.043684356,0.06168546,0.006419854,1.125927039,1.04446963,0.062770543,0.441690883,0.446475258,0.075863141,0.051913546,0.449056309,0.682735168,0.124595757
Coro1b ,26.58890856,27.14460964,26.49701703,26.58731666,26.86132667,26.75211828,26.16649,22.51273631,23.28403991,in b12_17,in b12_21,not in b12,0.127190582,2.755756335,1.114881792,0.156890754,0.131505703,2.745831796,1.114468059,0.156355269,27.57131772,27.62561186,27.53868994,26.80403049,26.8878671,26.31226574,22.49280143,27.13053626,22.84264326,in wt_1,in prowt_3,not in nonpro_wt,0.148529192,3.42321286,1.141716685,0.191204692,0.232767874,2.512727464,1.10402374,0.142771195,0.267924507,0.290336573,0.275233283,0.376071922,0.153227565,0.427182047,0.384747668
Coro1c ,26.6906988,26.65572779,26.35454786,26.387271,26.27851852,26.4360754,26.51032697,26.19503565,26.31196612,in b12_17,in b12_21,in b12,0.18264836,0.227881901,1.008651845,0.012428288,0.802626789,0.028178726,1.001069844,0.001542633,26.2623799,25.93230287,26.41244031,26.9736105,26.67108776,26.57195751,25.47061354,26.58293964,26.26776611,in wt_1,in prowt_3,in nonpro_wt,0.810169072,0.095267927,1.003649119,0.005254983,0.187939503,0.631778828,1.024199496,0.034496755,0.327557082,0.870536873,0.865111572,0.330209715,0.98333988,0.991917794,0.003489913
Cotl1 ,25.09499134,22.57685632,22.7884653,23.26989362,23.28954553,22.65847378,21.15769646,22.45929539,23.43523637,not in b12_17,not in b12_21,not in b12,0.339065236,1.136028247,1.050827315,0.071525608,0.390400298,0.721894906,1.032298475,0.045860166,25.47823694,22.21064787,25.13709221,22.17226113,22.31764851,21.734143,23.46273902,22.68896748,22.94922896,in wt_1,not in prowt_3,not in nonpro_wt,0.353605046,1.241680524,1.053907252,0.07574791,0.031688386,-0.958960937,0.958366948,-0.061349941,0.478934822,0.535580783,0.48202916,0.118068706,0.896768383,0.94526985,-0.104699372
COX2 ,28.82639878,27.1497952,29.16116256,28.63757169,28.08984934,28.71473476,25.07521613,26.44166221,21.976753,in b12_17,in b12_21,in b12,0.080842503,3.88124173,1.158431758,0.212173059,0.091535288,3.982841482,1.162579046,0.217328811,28.33863516,28.78265748,28.47791226,28.4421953,27.71592602,28.72833861,22.06065516,21.55299377,22.40991705,in wt_1,in prowt_3,not in nonpro_wt,0.000163437,6.525212978,1.296494723,0.374616334,0.000110664,6.287631315,1.285699412,0.362553389,0.214374934,0.241146455,0.01287959,0.011957624,0.96361266,0.98179748,-0.01564125
Cpne2 ,23.132765,22.73010306,23.61141759,23.47797975,22.6621296,22.59632087,22.93210084,21.34632039,22.32997362,in b12_17,in b12_21,not in b12,0.164619865,0.95529693,1.04302597,0.06077508,0.274033031,0.709345122,1.031948456,0.045370912,22.81877511,22.89341408,22.26108216,22.07226946,21.67763008,21.57573805,22.24230233,21.94278014,22.62689291,not in wt_1,not in prowt_3,not in nonpro_wt,0.240499184,0.387098655,1.017381554,0.024860843,0.122593445,-0.495445931,0.977753422,-0.032457414,0.309667246,0.435632652,0.370930396,0.256122887,0.018695902,0.161779796,-0.818634488
Cpne3 ,26.2824852,26.62187654,26.16036639,26.33965899,25.71451849,26.34696071,24.60336635,24.62668646,23.36423759,in b12_17,in b12_21,in b12,0.025943382,2.15681258,1.089131496,0.123178148,0.026308024,1.935615929,1.07999042,0.111018515,26.14626259,26.21956756,26.03537406,26.06899915,25.69627508,25.86363555,22.20951493,24.29132298,22.48574656,in wt_1,in prowt_3,not in nonpro_wt,0.039845388,3.138206581,1.136470298,0.184559979,0.044424338,2.880775106,1.125275449,0.170278192,0.120507009,0.125011131,0.127220756,0.142311069,0.137024446,0.407167494,-0.239292055
Cpox ,22.56600188,22.86541691,23.4045669,23.21666218,22.29740892,22.57742312,22.58319766,22.55242808,21.3262938,not in b12_17,not in b12_21,not in b12,0.191551845,0.791355386,1.035720698,0.050635005,0.343269571,0.543191561,1.024518923,0.034946631,23.40890061,22.84926579,23.35161525,23.20731495,23.44078051,23.53350966,22.82618932,21.84580749,22.11761836,in wt_1,in prowt_3,not in nonpro_wt,0.063656675,0.940055493,1.042224625,0.059666248,0.049157038,1.130663314,1.050786188,0.071469142,0.337492666,0.496209696,0.168707055,0.150715803,0.043923082,0.239089118,0.47731781
Cpsf3 ,23.84880315,22.10793389,24.16485988,24.54592945,23.30091751,24.10811009,23.07905111,22.28708405,22.2077437,in b12_17,in b12_21,not in b12,0.318009845,0.849239357,1.037702706,0.053393181,0.036723085,1.460359394,1.064833901,0.090628408,24.30789683,23.7230963,22.53873285,24.35381975,22.19402893,24.2474561,23.02191775,23.0935399,23.37840123,not in wt_1,in prowt_3,not in nonpro_wt,0.564570539,0.358622368,1.01548147,0.022163914,0.601474726,0.433815299,1.018727495,0.026768189,0.462333562,0.150510644,0.66559141,0.714358842,0.827318157,0.91315806,-0.118587202
Cpt1a ,26.51727865,26.01093967,26.36673454,26.08811221,25.87775985,25.6708358,25.40476642,22.33077881,24.69060328,in b12_17,in b12_21,in b12,0.142688893,2.156268117,1.089315868,0.123422352,0.200698423,1.736853115,1.071943068,0.100228285,25.32858867,25.6761133,25.48379504,25.69183232,25.3944533,25.93203935,24.25754973,23.91395821,21.43289549,in wt_1,in prowt_3,in nonpro_wt,0.121420056,2.294697856,1.098903133,0.13606422,0.104752783,2.471307177,1.106515122,0.146023168,0.286302336,0.362804159,0.239828275,0.232441088,0.010473155,0.126628272,-0.50413979
Cpt2 ,25.17088137,25.42121659,25.055625,25.19634172,25.37250675,25.06588637,22.21014783,24.80329192,26.07089145,in b12_17,in b12_21,in b12,0.530920572,0.854463918,1.035074437,0.049734522,0.532635981,0.850134544,1.034896723,0.049486801,24.53098854,25.1116687,24.23181181,24.24595199,24.01322548,23.8902956,24.66652692,23.93350146,21.93543018,in wt_1,in prowt_3,in nonpro_wt,0.304450459,1.113003493,1.047338042,0.066727166,0.578443583,0.538004837,1.022882314,0.032640168,0.637242242,0.652221652,0.435353222,0.69368428,0.003314199,0.064678529,-0.87641928
Cr1l ,27.15070137,23.02104945,27.0156031,27.08859236,26.66437486,26.79960049,28.04372607,27.70784296,22.73534577,in b12_17,in b12_21,in b12,0.853101182,-0.433186958,0.983442324,-0.024087649,0.727386459,0.688550969,1.026318437,0.037478427,27.0089212,26.672509,26.90437423,27.04812215,26.55883312,27.39245498,29.60082856,29.1165055,26.87454834,in wt_1,in prowt_3,in nonpro_wt,0.183698469,-1.668692658,0.941512234,-0.086948253,0.203830576,-1.530824051,0.946344536,-0.079562573,0.897035545,0.810375574,0.314476433,0.346387692,0.379480604,0.638654857,0.640882175
Crat ,25.08395319,22.59787649,24.90087986,25.09444128,22.042909,23.53796599,21.70469834,22.10855529,21.91273866,in b12_17,not in b12_21,not in b12,0.100814309,2.285572419,1.104322765,0.143161896,0.200208069,1.649774662,1.075302385,0.104742416,22.01850241,22.74593908,24.71716326,24.68278108,21.69666932,21.91416946,21.92931752,22.27572347,22.93403361,not in wt_1,not in prowt_3,not in nonpro_wt,0.441271402,0.78084338,1.034890713,0.049478423,0.733494315,0.384848419,1.017196324,0.024598153,0.237908111,0.36269866,0.56105082,0.816067328,0.274983701,0.547160165,-0.9138002
Creld1 ,25.62093489,25.51929138,25.45589979,25.6674411,25.38766019,25.61325471,21.86045987,22.71601918,21.97013331,in b12_17,in b12_21,not in b12,0.005196835,3.349837896,1.151014655,0.202906202,0.003381036,3.373914543,1.152100059,0.204266019,25.19242767,25.62626625,25.53662242,25.96540869,26.40167463,25.81737399,22.99505757,22.15281494,22.93847915,in wt_1,in prowt_3,not in nonpro_wt,0.003202609,2.756321561,1.121448197,0.16536298,0.001045384,3.366035216,1.148313214,0.199516205,0.053046258,0.044434162,0.032669611,0.023465091,0.269486718,0.542673037,0.212548598
Crkl ,24.58449213,22.82719456,24.39603498,24.41530915,24.13436039,23.96261171,21.16298263,21.36850048,23.15298139,in b12_17,in b12_21,not in b12,0.073520778,2.041085718,1.093222305,0.1285868,0.063597467,2.275938911,1.103948731,0.142673173,24.12846228,24.96017122,23.82120844,24.25714933,22.36721682,23.85555193,22.80257014,23.13838768,23.00623798,in wt_1,in prowt_3,not in nonpro_wt,0.05110962,1.320882048,1.057473638,0.080621698,0.468951456,0.510907426,1.022230379,0.031720371,0.203262753,0.198260668,0.147382687,0.59542948,0.730270407,0.858761023,-0.155040483
Crlf1 ,26.19416571,25.47299461,25.82654553,25.95898426,25.90338525,26.15473652,25.06304623,25.35968955,21.99646304,in b12_17,in b12_21,in b12,0.253940306,1.69150234,1.070071295,0.097706921,0.224282169,1.865969068,1.077298663,0.107418268,26.40411734,26.02868294,26.25829541,25.23060059,25.28098311,24.93099951,25.99256881,22.52296376,21.51165251,in wt_1,in prowt_3,not in nonpro_wt,0.166289652,2.887970204,1.123722103,0.168285301,0.314559764,1.805132708,1.077332798,0.10746398,0.399622605,0.384807096,0.296323056,0.455417175,0.42999175,0.672053396,-0.229522163
Crnkl1 ,23.78981563,22.79633817,24.02401439,23.54528829,23.42930605,24.35474897,24.40208172,23.0883294,23.66354461,in b12_17,in b12_21,not in b12,0.751777201,-0.181262511,0.992357592,-0.011068011,0.909096449,0.058462527,1.002464903,0.003551727,25.18107691,24.19726103,24.95962026,24.95844162,25.32235099,24.6262622,21.6996183,21.47518969,21.88741133,in wt_1,in prowt_3,not in nonpro_wt,0.004052806,3.091912958,1.142567207,0.192279028,0.000507545,3.281611833,1.151314167,0.203281565,0.815889042,0.942578796,0.036048499,0.018773558,0.001528996,0.041777574,1.217583585
Crot ,24.93343735,22.18023403,25.08608993,25.12179195,25.53512099,25.12078481,22.46770034,21.88616862,22.59401658,in b12_17,in b12_21,not in b12,0.20029999,1.750625258,1.078447224,0.108955577,0.000813388,2.943270735,1.13189083,0.178734818,25.40285118,25.30022906,25.04760307,25.06041891,24.99167716,24.53248165,22.20167183,22.55694554,22.72969629,in wt_1,in prowt_3,not in nonpro_wt,0.000278263,2.754123216,1.122426672,0.166621197,0.000490983,2.36542135,1.105148042,0.144239642,0.345871172,0.027576704,0.013740006,0.018705252,0.478913391,0.70583375,0.392966995
Crybg3 ,22.96806072,21.84547984,23.38460218,22.41105483,23.09500739,23.17733707,21.98700137,21.01369025,22.39699611,not in b12_17,not in b12_21,not in b12,0.205179837,0.933485002,1.042821927,0.060492823,0.098487702,1.095237182,1.050242014,0.070721816,22.4179293,23.48552777,21.98634656,24.09609166,23.89238797,22.96942372,22.37790233,22.47542011,22.18824749,not in wt_1,in prowt_3,not in nonpro_wt,0.592833437,0.282744566,1.012652354,0.018138979,0.056672143,1.305444474,1.058416493,0.081907448,0.350519457,0.248402919,0.688427829,0.162830168,0.449235788,0.682735168,0.327694158
Csde1 ,25.74723703,24.60765292,25.30320239,25.1220656,25.18950339,25.6348079,22.50687353,22.36655492,22.77457794,in b12_17,in b12_21,not in b12,0.008609686,2.670028647,1.118408308,0.161446982,0.000259204,2.766123498,1.122669846,0.166933723,25.49497063,25.18931185,25.04730329,25.63215233,25.59918917,25.52847686,22.52547893,22.76822784,22.55403229,in wt_1,in prowt_3,not in nonpro_wt,0.000285942,2.627948904,1.116199107,0.158594398,0.000131565,2.970693102,1.131354109,0.178050557,0.067945244,0.02006671,0.013740006,0.0120767,0.465100783,0.695405516,0.147822483
Cse1l ,27.31685816,27.3538223,27.20913091,27.38662037,27.32304926,27.52581948,27.01844324,27.02715196,26.55617344,in b12_17,in b12_21,in b12,0.102275341,0.426014242,1.015856262,0.022696283,0.058072766,0.54457349,1.02026904,0.028949634,26.81788868,26.79990965,26.71069429,26.8675758,27.027212,26.8776457,26.2806604,26.30926432,26.7854405,in wt_1,in prowt_3,in nonpro_wt,0.187784757,0.317709135,1.012007849,0.017220479,0.09334467,0.465689426,1.017600779,0.02517168,0.240338428,0.191901105,0.319119584,0.217336337,8.32612846950536e-06,0.001732854,-0.502395727
Csk ,24.94603508,24.04133198,24.31376526,24.61876699,22.22618014,24.57420079,22.66198855,21.5522487,21.83233737,in b12_17,in b12_21,not in b12,0.005508052,2.4181859,1.109840029,0.150351744,0.138409479,1.790857766,1.081345222,0.112827181,24.49482915,24.7674939,25.09373106,25.69803309,24.79526072,24.70496896,22.56936615,22.90322558,23.36942879,in wt_1,in prowt_3,not in nonpro_wt,0.00408864,1.8380112,1.080096917,0.111160771,0.007315482,2.118747418,1.09233085,0.127409892,0.054018612,0.2978743,0.036048499,0.055588639,0.107316417,0.362974339,0.805672773
Csnk1a1 ,24.5681154,24.25514612,24.63474719,24.61610509,24.43543959,24.19676167,22.03139833,23.24607192,21.51251774,in b12_17,in b12_21,not in b12,0.043546063,2.222673575,1.099835633,0.137287933,0.046040291,2.15277279,1.096695905,0.133163547,25.04955768,24.81073861,24.74187322,24.71376221,25.39951354,24.57531678,22.3664053,21.96220701,24.55215983,in wt_1,in prowt_3,not in nonpro_wt,0.139413855,1.907132458,1.083062329,0.115116271,0.127514167,1.935940132,1.084317005,0.116786596,0.156026817,0.170404105,0.263421298,0.261820381,0.01617639,0.152309457,0.430741163
Csnk2a2 ,26.180326,25.56570131,26.11857727,25.79734001,25.60583639,26.05904192,22.37684472,26.83681341,27.18830945,in b12_17,in b12_21,in b12,0.783516256,0.487545665,1.01914397,0.02735787,0.840973662,0.353416915,1.01387727,0.019883025,24.82744777,26.08778064,25.54460931,25.4595338,25.86988078,25.10482006,23.31127405,23.02667891,22.06032441,in wt_1,in prowt_3,not in nonpro_wt,0.006958622,2.687186782,1.117862038,0.160742147,0.007140766,2.67865242,1.117487714,0.16025897,0.843763449,0.897317609,0.047885628,0.055243875,0.102728818,0.354338139,-0.405458423
Csnk2b ,25.59017192,22.55911701,22.94734379,25.44047932,22.37667649,25.3025354,22.22061931,25.28486679,25.92290241,not in b12_17,in b12_21,in b12,0.629751429,-0.777251928,0.968244492,-0.046556706,0.949259572,-0.102899101,0.995795941,-0.006077961,24.95152108,25.99733225,24.86243234,25.76836231,25.47036947,25.93459245,22.68653799,22.26658096,25.08503575,in wt_1,in prowt_3,not in nonpro_wt,0.147291548,1.924376989,1.082428371,0.114271558,0.11023993,2.378389842,1.101875464,0.139961177,0.722430178,0.968724433,0.273667696,0.241573394,0.07087409,0.292198358,1.461380995
Csrp1 ,27.93586855,28.22796311,28.35264449,26.82845543,27.91885756,27.81260152,27.25045432,23.12890114,23.20212258,in b12_17,in b12_21,not in b12,0.114658575,3.644999368,1.148610743,0.19988996,0.152186704,2.992812157,1.122020333,0.166098821,28.41818858,29.16229757,28.8815392,28.76578474,28.62102202,28.94709238,28.41285341,27.88315549,28.03560475,in wt_1,in prowt_3,in nonpro_wt,0.062729116,0.710137235,1.025262314,0.035993071,0.031004927,0.667428498,1.023743,0.033853587,0.254281032,0.31233015,0.167572531,0.116613673,0.005555808,0.089259997,0.953255638
Cstb ,27.12932772,22.62438256,27.21261817,27.12795583,25.85407933,26.92580773,22.25632195,21.93270049,21.96155191,in b12_17,in b12_21,not in b12,0.139816664,3.605251366,1.163502044,0.218473745,0.004887546,4.585756178,1.207968996,0.272583427,26.99117761,26.32490622,27.15492368,26.40924817,23.39455005,22.54420985,22.77748373,22.59153363,21.61944576,in wt_1,not in prowt_3,not in nonpro_wt,0.000870415,4.494181467,1.201266662,0.264556442,0.263627341,1.786514984,1.080006985,0.111040643,0.28380848,0.051363985,0.017081959,0.405968487,0.55006575,0.756679785,-0.675859293
Cstf2 ,24.06323853,23.95687544,22.6206215,24.2648222,23.0073459,23.95037002,22.15758693,22.15164828,22.79229829,in b12_17,in b12_21,not in b12,0.110091769,1.179733986,1.05274398,0.074154626,0.047229448,1.373668205,1.061414463,0.085988112,21.80653603,22.80454546,22.32396881,22.39130272,22.37509284,21.35877707,22.98903719,21.81831821,22.66170207,not in wt_1,not in prowt_3,not in nonpro_wt,0.714715933,-0.178002391,0.992085154,-0.011464137,0.410690806,-0.447961614,0.980081464,-0.029026424,0.249858111,0.172740776,0.788945602,0.541403017,0.001840691,0.045000048,-1.46717511
Cstf3 ,23.80217597,23.43879129,21.95913267,21.16590373,22.2340214,23.58171899,21.58904212,23.02790039,22.3531021,not in b12_17,not in b12_21,not in b12,0.353133588,0.743351772,1.033299296,0.047258192,0.996482684,0.003866502,1.000173204,0.00024986,23.82834631,23.94852428,23.32712901,24.16245779,24.58834994,21.86059031,22.33157372,22.17336573,23.27634782,in wt_1,in prowt_3,not in nonpro_wt,0.064089405,1.107570772,1.049021086,0.069043678,0.387296767,0.943370254,1.041753571,0.059014045,0.490375341,0.996840359,0.169305376,0.520692759,0.145539471,0.418738226,0.922275598
Ctbp2 ,25.4353286,24.74971566,25.33180312,25.55104849,24.76529009,25.39212019,25.53595199,21.90556798,21.56368696,in b12_17,in b12_21,not in b12,0.227503427,2.170546817,1.09436448,0.13009331,0.217830282,2.234417277,1.097141247,0.133749271,25.75260016,25.31449291,25.49826083,26.37498154,25.44512438,25.67601297,21.63771309,22.75395617,22.93985574,in wt_1,in prowt_3,not in nonpro_wt,0.011267598,3.077942966,1.137139756,0.185409574,0.003621699,3.388197964,1.15096337,0.202841919,0.373140507,0.378723017,0.062668693,0.039122772,0.0490111,0.249940412,0.47269444
Ctnna1 ,21.48420371,22.65306612,24.38612298,22.17156932,24.51979842,24.38642859,23.82032582,22.0608673,22.83607928,not in b12_17,in b12_21,not in b12,0.951466164,-0.064626531,0.99717859,-0.004076187,0.445314213,0.786841308,1.034351246,0.048726181,24.04473357,22.23055678,24.4605408,23.31980359,21.46246639,22.86810396,22.13498483,21.89880017,22.36354828,in wt_1,not in prowt_3,not in nonpro_wt,0.164779977,1.446165956,1.065341448,0.091315896,0.536318989,0.417680218,1.018871852,0.026972609,0.966376166,0.580220062,0.294574596,0.65615497,0.781348034,0.891106508,-0.202497342
Ctnnbl1 ,24.20404652,23.26065747,23.77971592,23.56117474,24.25030514,23.96404016,21.31581745,22.71658996,22.8476453,in b12_17,in b12_21,not in b12,0.077431146,1.454789065,1.065256635,0.091201038,0.06369075,1.631822439,1.073197719,0.101915894,22.73440771,23.68419703,23.79903377,22.15404344,22.55027273,21.84252764,23.49540451,22.10320395,23.68395138,in wt_1,not in prowt_3,not in nonpro_wt,0.635432777,0.311692884,1.013496595,0.019341242,0.200847828,-0.911905348,0.960513641,-0.058121992,0.208128341,0.198260668,0.724908371,0.343623632,0.022760548,0.1781844,-1.042576272
Ctnnd1 ,26.43448482,25.71507757,26.0623605,26.31371114,26.21906405,26.01160187,24.12109793,22.3697543,23.81415875,in b12_17,in b12_21,in b12,0.027263946,2.635637305,1.112465837,0.153761033,0.033591419,2.746455363,1.117194578,0.159880477,26.37115439,26.36927804,26.15838041,26.69329811,26.38412643,26.58853881,23.88162939,23.82299666,24.78140561,in wt_1,in prowt_3,in nonpro_wt,0.016530682,2.137593725,1.088469199,0.122300584,0.011294445,2.393310562,1.099052625,0.136260467,0.124564947,0.14358786,0.076150431,0.070577619,0.04422164,0.239657416,0.301412707
Ctps1 ,26.63778539,26.10787443,26.12476008,26.59282719,26.13495661,26.35726114,26.01728074,24.81257694,24.47926178,in b12_17,in b12_21,in b12,0.112956718,1.187100146,1.047289099,0.066659747,0.105199393,1.258641824,1.05013902,0.070580329,26.60618218,26.30261618,26.38013323,26.91508736,26.19719138,26.26013906,24.23931294,24.40996352,24.65724133,in wt_1,in prowt_3,in nonpro_wt,0.000301485,1.994137929,1.081608211,0.113178009,0.004218757,2.021966664,1.082747076,0.114696277,0.2526568,0.256734421,0.014003978,0.041087645,0.446628709,0.68131046,0.117647425
Ctr9 ,22.29048565,23.80166703,22.70456763,22.50356219,22.93049847,22.15389899,23.68698682,22.01062631,22.4939314,not in b12_17,not in b12_21,not in b12,0.779095684,0.201725262,1.008874645,0.012746928,0.738956281,-0.201194964,0.991148684,-0.012826599,23.07359073,22.96225444,23.15917827,23.88542163,23.44641329,21.94882555,22.59102693,22.60762265,24.0568634,in wt_1,in prowt_3,not in nonpro_wt,0.970778803,-0.020163181,0.999126574,-0.001260637,0.991760467,0.008382496,1.000363112,0.000523764,0.839352742,0.820641943,0.980630853,0.996408227,0.353637093,0.615991612,0.348500658
Ctsb ,22.76028122,23.19986224,24.84025217,22.04812472,23.2119146,22.12703723,22.3804473,22.41618166,22.28773125,not in b12_17,not in b12_21,not in b12,0.189049945,1.238678476,1.055393469,0.077780961,0.813786534,0.10090545,1.004512473,0.006495478,25.02009285,25.24539173,22.88947877,22.39759754,21.96914791,22.33621248,23.47139551,22.01713275,21.72920421,in wt_1,not in prowt_3,not in nonpro_wt,0.105918987,1.979076958,1.088328342,0.122113875,0.783757182,-0.171591511,0.992341685,-0.011091137,0.334237708,0.879060666,0.22574533,0.851923271,0.708561521,0.84536,0.278408183
Ctsd ,24.53088063,22.24271421,25.21236808,24.19689851,24.53071376,22.32975468,22.87208226,22.63097399,21.92742212,in b12_17,in b12_21,not in b12,0.227531509,1.518494848,1.067558242,0.09431478,0.212567294,1.208962858,1.053787081,0.075583398,24.70349304,24.31692706,25.01830684,23.62880654,22.21604464,21.83417611,22.27256243,23.53859913,21.94024436,in wt_1,not in prowt_3,not in nonpro_wt,0.035151065,2.095773678,1.092799861,0.128029205,0.975287065,-0.024126211,0.998931703,-0.001542051,0.373140507,0.375904219,0.117889312,0.986615263,0.77238118,0.886219163,-0.220929273
Cttn ,29.03725435,28.16455494,28.7038003,29.19505565,28.62497324,28.757731,25.98418309,24.13485605,21.46244022,in b12_17,in b12_21,in b12,0.063092226,4.774710075,1.200109447,0.263165982,0.06023791,4.998760172,1.20949945,0.274410113,29.14786955,29.7740497,28.88777908,28.56825248,28.47974867,28.60832356,24.06901958,24.24847466,24.35494969,in wt_1,in prowt_3,in nonpro_wt,0.001240045,5.045751472,1.20829428,0.272971866,3.84583e-05,4.327960262,1.178663054,0.237151352,0.186664579,0.193114932,0.020592513,0.009235711,0.524440706,0.741560755,0.163775593
Cul1 ,25.55054144,25.0014847,25.54969185,25.45904195,24.70413581,25.36648812,24.3081468,22.77643699,23.24724567,in b12_17,in b12_21,in b12,0.036849632,1.923296179,1.082038084,0.113751278,0.042361264,1.73261214,1.073904468,0.10286566,25.696276,24.93080655,25.86196366,25.78418651,25.71258215,25.58908825,23.3480226,23.07805518,22.66820724,in wt_1,in prowt_3,in nonpro_wt,0.003257778,2.464920395,1.107024209,0.146686772,0.00318833,2.663857298,1.115661836,0.157899804,0.146924069,0.164801341,0.032777716,0.037335612,0.131500757,0.400392261,0.323919875
Cul2 ,24.54316738,23.1320428,24.77260939,24.59186789,24.3480314,24.93052169,23.23199065,23.55155175,22.11665983,in b12_17,in b12_21,in b12,0.155405888,1.182539116,1.051489215,0.072434053,0.048029687,1.656739583,1.07213649,0.100488582,25.23119473,24.06020933,24.57581018,25.49634726,24.86929119,25.10884881,24.75733362,24.53150597,22.14340645,in wt_1,in prowt_3,in nonpro_wt,0.442755066,0.811656065,1.034087801,0.048358686,0.245411978,1.347413739,1.056588466,0.079413566,0.300357982,0.173850284,0.561148548,0.389525284,0.167212631,0.43747776,0.503910158
Cul4a ,25.65926445,24.03213491,26.00532892,26.37964018,25.87700125,25.55330746,22.86613705,24.60799063,23.0971709,in b12_17,in b12_21,not in b12,0.105657718,1.708476566,1.07262768,0.101149389,0.032091386,2.412883439,1.102572157,0.140873075,25.23190793,25.93363674,26.18919171,26.18701951,25.8627678,26.41278718,21.5085419,21.8829696,22.39722429,in wt_1,in prowt_3,not in nonpro_wt,0.00059063,3.855333527,1.175805181,0.23364904,0.000448492,4.224612895,1.192644509,0.254164084,0.243786707,0.140406111,0.015523151,0.018115177,0.333647339,0.596874312,0.385105617
Cul5 ,25.41573232,25.36196803,25.61895761,25.3423625,25.193054,25.50355834,25.28501849,24.96650957,23.75074266,in b12_17,in b12_21,in b12,0.227606337,0.798129081,1.032355591,0.045939988,0.281860056,0.678901377,1.027522184,0.039169542,25.87409807,25.63018639,25.98752473,25.8032714,26.06915578,25.2204746,24.5562317,24.70219262,24.02761901,in wt_1,in prowt_3,in nonpro_wt,0.00900896,1.401921949,1.05738836,0.080505351,0.018574479,1.268952814,1.051945204,0.073059556,0.373140507,0.44181326,0.054949535,0.090182599,0.035596149,0.218111148,0.358179695
Cul7 ,22.26978957,22.17346838,22.64452899,23.2610054,22.2240851,22.51948285,22.0411675,22.00682665,22.79374432,not in b12_17,not in b12_21,not in b12,0.797798903,0.082016155,1.00368106,0.005300897,0.390491622,0.387611627,1.017396838,0.024882515,23.37523356,22.8774372,23.45399693,23.11442625,22.39790843,22.46889919,22.03136029,23.39450819,22.26809129,in wt_1,not in prowt_3,not in nonpro_wt,0.248021594,0.670902641,1.02973246,0.042269552,0.853812121,0.095758035,1.004243718,0.006109437,0.854193447,0.535580783,0.379175086,0.906849993,0.111358951,0.368744047,0.432590212
CUNH11orf68 ,21.58093496,23.58965411,23.05395918,22.32094513,22.39852847,23.24695531,22.22312239,22.36670635,22.85424987,not in b12_17,not in b12_21,not in b12,0.713751405,0.260156551,1.0115721,0.016599152,0.651627597,0.174116771,1.007744939,0.011130538,23.35392598,22.01213692,22.86546228,22.82159203,22.68368417,22.37395533,23.12341296,21.78906092,20.83284594,in wt_1,not in prowt_3,not in nonpro_wt,0.355988344,0.828735123,1.037815701,0.053550268,0.396812666,0.711303905,1.032457241,0.046082034,0.788436514,0.749829113,0.484916674,0.530161505,0.970724317,0.984859364,-0.013370075
