geneid,b12_17_baseMean,b12_17_log2FoldChange,b12_17_lfcSE,b12_17_stat,b12_17_pvalue,b12_17_padj
Eif1ad,1768.219213,0.866270268,0.059715281,14.50667656,1.09918598800317e-47,2.63920097833786e-46
Eif1b,776.0478295,-0.031546214,0.077928446,-0.40481,0.685617177,0.756216823
Eif2a,1757.736027,-0.283353047,0.056336113,-5.029687578,4.91279674324935e-07,1.75135227631306e-06
Eif2ak1,2624.408241,0.366124552,0.047173612,7.761215232,8.41194182063154e-15,5.47806741128193e-14
Eif2ak4,1379.827094,-0.250470305,0.059092087,-4.238643745,2.24874178128612e-05,6.70166096957472e-05
Eif2b1,711.26757,0.741193064,0.086524092,8.566320036,1.06844670553124e-17,8.14628245331321e-17
Eif2b2,1058.26493,0.481975004,0.066296169,7.270027943,3.59413144350899e-13,2.11194489809071e-12
Eif2b3,913.9602978,-0.214626669,0.071913169,-2.984525247,0.002840188,0.006211348
Eif2b5,1603.541277,0.204288621,0.054536717,3.745891417,0.000179754,0.00047217
Eif2d,1849.879223,0.275151171,0.057116276,4.817386366,1.45450875524697e-06,4.9342774009254e-06
Eif2s1,3607.062089,0.234774131,0.04217459,5.566719961,2.5957905399293e-08,1.04757380228997e-07
Eif2s2,4825.003826,0.191726264,0.041739727,4.593376136,4.36131930602067e-06,1.41125476637911e-05
Eif3a,28981.06243,-0.332676641,0.034197049,-9.728226616,2.2854240113866e-22,2.24206961597747e-21
Eif3b,9754.478101,0.567981601,0.037731997,15.05304915,3.29681881192935e-51,8.74230677529944e-50
Eif3d,5359.266961,0.471859789,0.041935179,11.25212286,2.26084145483216e-29,2.88383448518714e-28
Eif3f,2120.979207,-0.003189238,0.056288735,-0.056658555,0.954817189,0.967726032
Eif3g,3690.919537,0.212040178,0.041015338,5.169777622,2.34372718930374e-07,8.63243894507007e-07
Eif3i,5251.113338,-0.180796296,0.043223994,-4.182776301,2.87970710765434e-05,8.46506495200141e-05
Eif3j,3581.177132,0.398844362,0.04453099,8.956557277,3.34973468545316e-19,2.79242288257069e-18
Eif3l,3678.973735,0.719289193,0.047887922,15.02026313,5.40925630143153e-51,1.42447903845763e-49
Eif3m,2906.627009,-0.101393098,0.051389936,-1.973014686,0.048493889,0.081481426
Eif4a2,4695.269632,-0.482531292,0.041908191,-11.51400918,1.12141071119694e-30,1.50783564920821e-29
Eif4b,4067.841058,-0.251651649,0.044380276,-5.670348854,1.42507043913214e-08,5.88620529412402e-08
Eif4e,3974.762507,0.274414485,0.041295477,6.645146285,3.02916072846916e-11,1.55876983186286e-10
Eif4e1b,7.586195926,-1.482396298,0.740109804,-2.002941037,0.045183618,0.076402362
Eif4e2,792.7060468,0.255167396,0.072811058,3.504514304,0.000457441,0.001135308
Eif4ebp1,2116.071672,-0.016598281,0.057901321,-0.286664973,0.77436886,0.829375101
Eif4ebp2,6327.843875,0.235288387,0.046515112,5.058321427,4.2296306860787e-07,1.51823018565306e-06
Eif4enif1,1085.006015,0.119183484,0.063764397,1.869122729,0.061605742,0.100570207
Eif4g1,29114.82299,0.643423086,0.030965884,20.77845037,6.78122925314101e-96,5.16684460894324e-94
Eif4g2,29200.90908,0.688267996,0.03191486,21.56575349,3.76732857170158e-103,3.33773629813778e-101
Eif4g3,3042.252333,-0.802870462,0.043958297,-18.26436683,1.59047087578761e-74,7.90325723451157e-73
Eif4h,3816.10946,0.295498981,0.047092061,6.274921425,3.49810905517387e-10,1.66721803134204e-09
Eif5,4986.198294,0.605175902,0.042038568,14.39573068,5.50401027777096e-47,1.28640763731379e-45
Eif5a2,1488.824107,0.475026141,0.062106018,7.648633044,2.03126984230269e-14,1.28688375984908e-13
Eif5b,5396.393959,0.321906792,0.040104908,8.026618377,1.00196149252228e-15,6.93604960511035e-15
Eif6,3477.220653,0.790329924,0.053625359,14.73798842,3.67571063768676e-49,9.23290041277407e-48
Elac1,127.7090609,-0.836732727,0.178450047,-4.688890468,2.74690361129145e-06,9.10509320575697e-06
Elavl1,2043.320552,0.309648772,0.052903388,5.853099075,4.82496496195009e-09,2.07622456890541e-08
Elavl2,60.93937112,-0.394082739,0.252773263,-1.55903648,0.118987746,0.178255466
Elf1,1028.997409,0.288735615,0.07131176,4.048920062,5.1454514617007e-05,0.000145852
Elf2,1012.077035,0.326503042,0.065019613,5.021608493,5.12405466409149e-07,1.82325095753118e-06
Elfn1,10.48919887,-0.246258244,0.603105815,-0.408316812,0.683041098,0.753679973
Elk3,1084.839886,0.515756683,0.063271013,8.151547694,3.59295921085161e-16,2.53951334698967e-15
Elk4,1601.280604,0.210428202,0.0675605,3.114663184,0.001841551,0.004166146
Ell,1023.324101,0.042053231,0.066715072,0.630340782,0.528471646,0.617640091
Ell2,1097.872056,0.180992197,0.065766165,2.752056442,0.005922231,0.012202604
Ell3,36.23284988,-0.145219298,0.316226602,-0.459225431,0.64607229,0.722077078
Elmo1,751.4922036,0.172739482,0.081415694,2.121697604,0.03386314,0.05905124
Elmo2,1146.759132,0.073961054,0.064148689,1.152962814,0.248925648,0.333760116
Elmo3,58.95326946,0.083554908,0.268383216,0.311326877,0.755552137,0.81378142
Elmod2,242.4909409,-0.768042961,0.1445873,-5.311966972,1.08448261686084e-07,4.14256411367063e-07
Eloa,3930.406886,0.754068664,0.044802297,16.8310269,1.44572769276346e-63,5.54470530221263e-62
Eloc,596.8614785,-0.12670555,0.082973653,-1.527057627,0.126746682,0.18795742
Elof1,843.0141028,0.280908262,0.073148251,3.84025945,0.000122904,0.000329736
Elovl1,1853.083967,0.062116769,0.063861602,0.97267791,0.330713407,0.422835164
Elovl3,0.163569679,0.954025368,4.080472857,0.23380265,0.815138192,0.861355845
Elovl4,805.1765403,0.015258953,0.076248188,0.20012217,0.841385035,0.880926123
Elovl5,2163.225746,-0.001853857,0.065846441,-0.028154242,0.977539132,0.985384966
Elovl7,689.5397955,0.178407891,0.07803119,2.286366405,0.022232832,0.040385612
Elp1,4752.602501,-0.198105642,0.040096315,-4.940744402,7.78248737017442e-07,2.7198001864399e-06
Elp2,2551.540666,0.180827182,0.046679234,3.873824977,0.00010714,0.000289687
Elp3,4011.042385,-0.196760235,0.043672226,-4.505385983,6.62524050771039e-06,2.09286549924329e-05
Elp4,448.5550051,0.115759086,0.095683727,1.209809544,0.226351983,0.308305905
Elp6,956.1543946,-0.9267219,0.080626803,-11.49396809,1.41461393566897e-30,1.89538366597429e-29
Emc4,1870.442848,-0.247231937,0.055305284,-4.47031309,7.81051755808656e-06,2.44900974407054e-05
Emc7,1249.219309,-0.190164471,0.066355833,-2.865828994,0.004159189,0.008852023
Emc8,1594.642524,0.214597153,0.054373087,3.946753195,7.92181419498047e-05,0.000218165
Emc9,74.63558752,-0.719045549,0.22174861,-3.242615816,0.001184378,0.002765323
Emilin2,27.28232276,0.609818075,0.381504002,1.598457871,0.109941114,0.16643879
Emilin3,20.75195156,-0.638047842,0.427154861,-1.493715513,0.135249992,0.198634305
Eml3,1403.832472,0.950930435,0.059258145,16.04725289,5.97507952890161e-58,1.94556079589221e-56
Eml4,930.5724956,-0.156239893,0.067893215,-2.301259298,0.021376979,0.039015888
Eml5,11.4396997,0.684861285,0.600099823,1.141245603,0.253767732,0.339059084
Eml6,540.9518736,0.401202055,0.089305957,4.492444488,7.0410275183129e-06,2.2144167173032e-05
Emsy,1680.648692,0.523084705,0.054565914,9.586290462,9.13089565640695e-22,8.72550221213002e-21
Enah,0.665099031,-0.045581052,2.446416307,-0.018631764,0.985134863,0.990682477
Enc1,667.719653,0.897963276,0.080023421,11.22125573,3.20684169106581e-29,4.05793027348097e-28
Endod1,2569.478398,0.673265737,0.048409208,13.90780328,5.67971956817351e-44,1.20881778295447e-42
Endou,7.516181492,4.416402752,1.207017781,3.658937606,0.000253263,0.000652806
Enho,27.00202129,-0.945326773,0.384659266,-2.457569222,0.013988085,0.026609491
Enoph1,1097.454539,-0.047438892,0.063617705,-0.745686945,0.455856547,0.549055167
Enosf1,15.60908691,1.544985459,0.568791129,2.716261526,0.006602374,0.013474738
Enox1,892.5917026,-0.236753675,0.069049476,-3.428754097,0.000606359,0.001480785
Enpep,77.76502901,0.515122099,0.225846777,2.28084769,0.022557461,0.040914456
Enpp1,156.4517888,1.016071049,0.160483112,6.331326929,2.4306170940323e-10,1.17213176235001e-09
Enpp6,5.510868651,-0.641307075,0.815746737,-0.786159535,0.431774029,0.525811975
Ensa,568.172325,0.311488405,0.086231217,3.612246419,0.000303556,0.000771822
Entpd4,1833.338578,-0.029798673,0.055663031,-0.535340468,0.592414448,0.675016607
Entpd5,1494.441022,-0.430625431,0.060465293,-7.121861342,1.06479151123719e-12,6.06655143665496e-12
Entpd7,678.4597922,0.145641068,0.085726401,1.698905661,0.08933696,0.13872719
Entr1,1172.750668,0.030240781,0.063666222,0.474989409,0.634794522,0.712398527
Ep300,1711.27678,0.05588758,0.059990833,0.931601997,0.351542251,0.444739471
Ep400,2956.71612,-0.15872898,0.056373664,-2.815658396,0.004867739,0.01021546
Epb41,522.0416611,-0.101837184,0.09443244,-1.078413134,0.280849428,0.369455354
Epb41l1,2110.271468,0.211367546,0.051364653,4.11503889,3.8711414021489e-05,0.000111416
Epb41l2,4576.419907,-0.194839742,0.041715001,-4.67073568,3.00122921179191e-06,9.88787796528388e-06
Epb41l4a,141.7711631,2.63540871,0.211842981,12.44038719,1.57737441398726e-35,2.60517517015324e-34
Epb41l5,903.5536268,0.186051837,0.083891604,2.217764703,0.02657088,0.047538915
Epc1,286.5931765,0.383614402,0.116867952,3.282460202,0.001029055,0.002428468
Epc2,526.4235015,0.547941937,0.091392339,5.995490883,2.02871677496858e-09,9.00085559825929e-09
Epdr1,1365.024964,0.136954936,0.062692074,2.184565399,0.028920727,0.051309375
Epg5,667.0922675,-0.043339534,0.09198093,-0.47117956,0.637512514,0.714957367
Epha2,3684.516504,0.233844485,0.042675625,5.479579628,4.26337545896275e-08,1.6912918472921e-07
Ephb3,199.5522693,-0.347100695,0.139959659,-2.480005301,0.013138043,0.02515154
Ephb4,54.41789305,-0.732274374,0.26244667,-2.790183516,0.005267817,0.01096247
Ephx1,58.11433025,-1.094653322,0.258897982,-4.228126121,2.35645695867963e-05,6.99440189596963e-05
Epm2a,46.46260002,-0.804717362,0.319983327,-2.514872786,0.011907534,0.023035072
Epm2aip1,1608.87082,-0.683948271,0.058150482,-11.76169574,6.14868168249487e-32,8.64370023975816e-31
Eppk1,6.752179707,-0.92373937,0.788863505,-1.170974908,0.241608863,0.325553843
Eprs1,6232.352479,-0.174962484,0.041119118,-4.255015473,2.09034559116904e-05,6.23937314219664e-05
Eps15,4655.416276,0.047177784,0.038877512,1.213498018,0.224939472,0.306635642
Eps15l1,1060.104,0.290583235,0.066375728,4.377853823,1.19853688531138e-05,3.6842598338418e-05
Eps8l2,6.579991139,1.404440624,0.782767237,1.794199551,0.072781324,0.116078391
Erap1,1813.731559,-0.95993183,0.058856485,-16.30970367,8.42002208037579e-60,2.88121054959925e-58
Erbb3,7.625864093,-1.181729992,0.743518756,-1.589374824,0.111975795,0.169125329
Erbin,2630.178208,0.314493253,0.050766509,6.19489617,5.83234644641314e-10,2.72740947365204e-09
Erc2,39.66924042,2.449932494,0.35553702,6.89079436,5.54816931536747e-12,2.99527761480089e-11
Ercc3,810.6874931,0.49972167,0.076114693,6.565377152,5.19013272354061e-11,2.62585333764257e-10
Ercc5,503.3548035,0.223520545,0.093201124,2.398260198,0.016473159,0.030828841
Ercc6,315.8651241,-0.412716211,0.111769433,-3.6925678,0.000222001,0.000577435
Ercc8,398.4307983,0.107245144,0.101773899,1.053758828,0.291993348,0.38174239
Ereg,5828.849937,0.692432623,0.039007621,17.7512139,1.68668492889914e-70,7.53012580171419e-69
Erg28,695.5496777,-0.16492339,0.076914934,-2.144231068,0.032014377,0.056152903
Ergic3,1341.764375,-0.085231583,0.063457472,-1.343129182,0.179230148,0.253110263
Erh,2046.186038,0.429571867,0.054447482,7.889655359,3.03022189051098e-15,2.0252868998041e-14
Eri1,1428.127276,0.504556843,0.060872503,8.288748021,1.14446708410387e-16,8.28379626613247e-16
Eri2,489.0229461,-0.073003383,0.090672558,-0.805132047,0.420743484,0.514325437
Eri3,994.4703667,-0.482218992,0.069746352,-6.91389551,4.71522546369306e-12,2.55889419869649e-11
Erich1,473.0742548,-0.255851985,0.090348437,-2.831836301,0.004628154,0.009761057
Erich3,1.834491579,4.315627465,1.748023536,2.468861188,0.013554379,0.025861935
Erich6,8.875373766,0.695990661,0.661421108,1.052265572,0.292677723,0.382448222
Erlec1,2144.043408,-0.529486096,0.054922875,-9.640538541,5.39044285810514e-22,5.20772370458865e-21
Erlin1,2814.467982,-0.043273377,0.04609666,-0.938752975,0.347857588,0.441152282
Erlin2,1272.827083,-0.045614915,0.060026262,-0.759915955,0.447304824,0.540578072
Ermap,14.64006252,0.040513085,0.522928661,0.077473444,0.938246916,0.955043107
Ermard,111.3598097,0.573764495,0.186477222,3.076861022,0.002091928,0.004681544
Ermp1,7819.955841,-0.365465014,0.044713103,-8.173555205,2.99432254098804e-16,2.12295982139903e-15
Ero1a,1448.877467,-0.3870515,0.060843911,-6.361384264,1.99943537543966e-10,9.69107163100079e-10
Ero1b,641.6063395,-0.614553387,0.08060579,-7.624184174,2.45582536261046e-14,1.54813171920987e-13
Erp29,3504.882902,-0.903497665,0.044840371,-20.14920137,2.73490378683313e-90,1.89437668967975e-88
Erp44,1984.286009,-0.468781567,0.050165445,-9.344710674,9.2141042415112e-21,8.29196829734106e-20
Errfi1,3663.69096,0.347099466,0.041745657,8.314624519,9.20432170135432e-17,6.68761555783716e-16
Esco1,927.8519054,-0.077747908,0.069611728,-1.116879434,0.264045879,0.35106798
Esco2,1430.249922,0.648257336,0.059274355,10.93655647,7.70719133333739e-28,9.32121584642466e-27
Esd,2314.474042,0.046710485,0.053070203,0.880164052,0.378770445,0.473007803
Esf1,1393.183751,0.086399485,0.061694478,1.400441139,0.161381258,0.231160095
Espl1,1569.28053,0.187860924,0.063351157,2.965390567,0.003022989,0.006593462
Esr1,611.8791683,-0.386632509,0.093442471,-4.13765289,3.50876641798473e-05,0.000101833
Esr2,168.4170612,0.373601803,0.147733424,2.528891522,0.011442339,0.022202799
Esrp2,8.505040924,-0.77319338,0.681562693,-1.134442053,0.256609168,0.342455182
Esrra,897.8144481,0.021162698,0.071402102,0.296387604,0.766934091,0.822954626
Ess2,880.3480899,-0.027483438,0.06887925,-0.399008954,0.689886607,0.759972436
Esyt1,12614.27134,0.111906879,0.036298097,3.082995744,0.002049281,0.004595101
Esyt2,3388.673906,0.157891021,0.045383655,3.479028297,0.000503235,0.001241952
Etaa1,650.7403698,0.619095825,0.079419915,7.795221452,6.4295619075686e-15,4.21833886576358e-14
Etf1,7870.319017,0.481631671,0.037667979,12.78623588,1.95726473097445e-37,3.47893913068538e-36
Etfa,3270.603692,-0.259793911,0.052002681,-4.995779157,5.85986896052454e-07,2.06960575864756e-06
Etfdh,1815.662907,-0.221863587,0.0553794,-4.006247581,6.16909856850962e-05,0.000172599
Ets1,6374.839526,0.225957825,0.041496458,5.445231655,5.17380071080969e-08,2.0369055571424e-07
Ets2,2713.059586,-0.410938823,0.04776988,-8.602467203,7.80204528094091e-18,6.00873150376507e-17
Etv1,516.0994355,0.298867976,0.09502413,3.145179817,0.001659848,0.003784241
Etv3,352.2309142,0.094961149,0.105892887,0.896766077,0.369843753,0.46363324
Etv3l,36.91392151,-0.09769749,0.325971993,-0.2997113,0.764397379,0.820826022
Etv5,1031.951265,0.924296537,0.072249362,12.79314469,1.79078249477961e-37,3.18798335402433e-36
Eva1b,1209.020257,-0.85181744,0.0662557,-12.85651566,7.90608601474886e-38,1.4386646705219e-36
Evc,1214.577043,0.965290312,0.061927053,15.58753844,8.8477703026944e-55,2.58621909947556e-53
Evc2,475.2945933,0.175762637,0.093018377,1.889547449,0.058818511,0.096682981
Evi5l,550.2792463,-0.304764689,0.086953695,-3.504907841,0.000456765,0.001134124
Evl,0,NA,NA,NA,NA,NA
Ewsr1,8274.587252,-0.099499578,0.037370814,-2.662494272,0.007756389,0.015598763
Exd1,317.0398152,-0.986454194,0.132702498,-7.433576653,1.05699892414179e-13,6.44633975667904e-13
Exd2,951.9502815,0.230123048,0.068849958,3.342384718,0.000830618,0.001987676
Exo1,249.0927905,1.409478462,0.138778604,10.15630959,3.10611707468269e-24,3.25387828107686e-23
Exo5,115.7635529,-0.159234764,0.189126806,-0.84194709,0.39981757,0.493894835
Exoc1,1202.213167,0.032792976,0.064336249,0.509712282,0.610253047,0.690757857
Exoc2,2842.91169,-0.718500552,0.045791005,-15.69086663,1.74654743980268e-55,5.22546876688608e-54
Exoc3,1250.943773,-0.343224719,0.059789279,-5.740572963,9.43567557468385e-09,3.96617639363964e-08
Exoc3l4,78.46986277,-1.096992411,0.235224508,-4.663597435,3.10728958621806e-06,1.02314067072562e-05
Exoc4,1104.94823,-0.953939251,0.066835864,-14.27286471,3.23031375825665e-46,7.35443345480383e-45
Exoc5,2263.711707,0.257980397,0.054499285,4.733647348,2.20520739841145e-06,7.35648434221965e-06
Exoc6,1248.614191,-0.345957769,0.065860614,-5.252877982,1.49740742689491e-07,5.63326842724881e-07
Exoc8,428.8789576,0.450518294,0.098342064,4.581135221,4.62458689943212e-06,1.49348413884176e-05
Exog,357.4154815,0.270805133,0.110865987,2.442634943,0.014580478,0.027621462
Exosc1,712.8754528,-0.027734003,0.077534144,-0.357700509,0.720567452,0.785517495
Exosc10,1296.394988,-0.673360495,0.064311623,-10.47027683,1.1829654402176e-25,1.31518599379835e-24
Exosc3,287.8543413,0.20946103,0.118160869,1.772676793,0.076282279,0.120936352
Exosc4,280.6348651,0.442864141,0.118065445,3.751005555,0.000176127,0.000463387
Exosc6,235.1052677,0.968062582,0.129605823,7.46928306,8.06329225243119e-14,4.93601323797729e-13
Exosc7,610.7040254,-0.121553928,0.085840433,-1.416045147,0.156762286,0.225391392
Exosc8,772.1950684,0.423339429,0.075486459,5.608150561,2.04500091721932e-08,8.32643943102943e-08
Exosc9,712.7072703,0.218735597,0.077908935,2.807580378,0.004991522,0.010438812
Exph5,304.617457,-0.89496131,0.11310682,-7.912531823,2.5220637307082e-15,1.69357616793561e-14
Ext2,2729.65035,-0.828183886,0.053391175,-15.51162489,2.89459969602307e-54,8.35413634491104e-53
Extl2,1484.400832,0.146592383,0.058940628,2.487119439,0.012878215,0.024713423
Extl3,2390.699573,0.165321254,0.051169914,3.230829249,0.001234317,0.002870194
Eya1,628.7095462,-0.837761783,0.085554977,-9.792087005,1.21756364038699e-22,1.20585223968656e-21
Eya3,1939.299683,-0.190586684,0.052272677,-3.646009647,0.000266344,0.000683748
Ezh2,1257.395651,0.711240508,0.061756704,11.51681461,1.08550102616738e-30,1.46472151452975e-29
Ezr,4971.314395,0.610583231,0.03786995,16.12315918,1.754082548723e-58,5.77735142632715e-57
F2r,2902.702418,0.812853477,0.048826633,16.64774774,3.14206676899028e-62,1.14365226442006e-60
F2rl1,40.35680781,0.114360884,0.33466118,0.341721391,0.732560572,0.794988243
F2rl2,244.3158795,2.326426507,0.143745241,16.18437242,6.50093306184497e-59,2.15359895547322e-57
F3,248.5683221,-0.391405106,0.124850058,-3.135001394,0.001718533,0.003907902
Fa2h,104.4904386,0.739222168,0.1940163,3.810103412,0.000138909,0.000369868
Faah,3109.730933,-0.874306214,0.046172772,-18.93553647,5.81206035932737e-80,3.20898733559191e-78
Faap20,555.0262321,-0.163709723,0.08709717,-1.879621606,0.060159667,0.098603876
Fabp4,47.58477282,0.502486595,0.275772922,1.822102733,0.068439399,0.110047751
Fadd,416.8822901,0.629813079,0.097678522,6.447815391,1.13473862711776e-10,5.59970974496068e-10
Fads3,1712.31615,0.376373675,0.062944779,5.979426387,2.23924724319308e-09,9.91183452457543e-09
Faf1,1583.512775,-0.152833974,0.05836694,-2.618502437,0.008831666,0.017521143
Faf2,735.0484104,0.002130375,0.077542176,0.027473762,0.978081867,0.985650443
Fah,2003.539051,1.145893442,0.052111779,21.98914441,3.65819992723878e-107,3.4553361130919e-105
Fahd2a,169.4109052,-0.544279434,0.16038317,-3.393619381,0.000689755,0.001668757
Fam102b,3837.507667,-0.459835751,0.045310086,-10.14863997,3.3601326963931e-24,3.51353674172706e-23
Fam107b,1249.342403,-0.426004998,0.062724245,-6.791711858,1.10810703151344e-11,5.87409798848195e-11
Fam110a,652.8163112,-0.027175325,0.082397106,-0.329809223,0.741544118,0.802187196
Fam110b,503.2136113,-0.775243572,0.091914364,-8.434411493,3.32873561528389e-17,2.46719321316988e-16
Fam110d,11.14294382,-0.65773276,0.574871545,-1.144138661,0.252566137,0.337720362
Fam114a1,1258.158294,-0.132110242,0.06105019,-2.163961208,0.030467327,0.053727986
Fam117b,344.0525077,0.179405622,0.110161892,1.628563372,0.103405484,0.15753416
Fam118a,225.3315903,-0.002774486,0.135939737,-0.02040968,0.983716562,0.989660387
Fam118b,306.6227637,0.149313914,0.11107586,1.344251705,0.178867007,0.252628648
Fam120a,8076.242386,0.205751619,0.043645689,4.714133845,2.42741072275928e-06,8.07182925528538e-06
Fam120b,1306.116558,-0.051973627,0.060445705,-0.859839871,0.389877317,0.484074727
Fam122a,261.5636843,0.22005144,0.12964899,1.697286182,0.089642568,0.139163938
Fam126b,92.8993731,-0.585893525,0.216468522,-2.706599186,0.006797627,0.013828779
Fam131a,85.36463759,-0.571279045,0.218552986,-2.61391553,0.008951116,0.017739259
Fam131b,143.2251446,0.96749344,0.179662644,5.385056238,7.2422000846558e-08,2.80770368953633e-07
Fam133b,1229.773619,0.636839989,0.06278051,10.14391236,3.52685098690657e-24,3.68449542315861e-23
Fam135a,1166.988869,-0.400472125,0.062859326,-6.37092614,1.87890115678172e-10,9.1262054062296e-10
Fam135b,0.325023113,1.826523067,3.305754567,0.552528335,0.580586427,0.664482503
Fam13b,408.5648265,1.201910907,0.100402665,11.97090643,5.04741691488322e-33,7.47239998966325e-32
Fam149a,1999.833735,0.383289297,0.056021448,6.841831363,7.81870993977501e-12,4.17180373023756e-11
Fam149b1,559.9620206,-0.237541639,0.087871756,-2.703276351,0.006865964,0.013962829
Fam151b,136.6057348,-0.346601816,0.164173124,-2.111197057,0.034755378,0.060395197
Fam160a2,675.0119636,-0.277104506,0.082089915,-3.375621774,0.000736491,0.001775439
Fam160b1,712.2487987,-0.318709255,0.081859241,-3.893381525,9.88564924190002e-05,0.000268687
Fam160b2,770.8226077,0.024420348,0.073454217,0.332456717,0.739544417,0.800630212
Fam161a,526.7916468,-0.19308809,0.088477518,-2.182340715,0.029084396,0.051559728
Fam161b,235.5715294,-0.293150078,0.134348581,-2.182010977,0.029108723,0.05159485
Fam167a,13.50560285,3.219111697,0.698227824,4.610403059,4.01889014122114e-06,1.30599645789071e-05
Fam168a,754.3562442,0.033017931,0.076834052,0.429730433,0.667391743,0.739970918
Fam168b,2825.710027,0.310255986,0.050584183,6.133458513,8.59888503535028e-10,3.96117118375729e-09
Fam169a,39.90690775,0.889046762,0.308165757,2.884962851,0.003914599,0.008379836
Fam169b,33.9081309,1.921900469,0.378883639,5.072534866,3.92551182994821e-07,1.41573602727921e-06
Fam171a1,842.8592008,0.935985445,0.072991879,12.82314503,1.21663561050499e-37,2.19320637105072e-36
Fam174c,214.0865628,-0.038682304,0.153893806,-0.25135712,0.801538017,0.851452551
Fam178b,13.48958311,1.088909694,0.561761602,1.938383986,0.052576393,0.087492078
Fam185a,124.3253351,-0.228038298,0.212837781,-1.07141832,0.283981379,0.373145916
Fam189a1,16.45422798,0.04802897,0.488016181,0.098416758,0.921601369,0.941874456
Fam189a2,80.73158566,1.664394705,0.232619728,7.155002375,8.36714737998904e-13,4.788589254176e-12
Fam189b,32.78721769,0.166828415,0.359803587,0.463665237,0.642887607,0.719150676
Fam193a,633.3069755,-0.049556234,0.084403556,-0.58713443,0.557113425,0.642702063
Fam193b,379.2871857,-0.95585649,0.273481937,-3.495135736,0.000473821,0.001173577
Fam204a,836.1853323,-0.1647622,0.070338748,-2.342410171,0.019159646,0.035364275
Fam207a,562.5669214,0.549263652,0.090559789,6.065204605,1.31785773924021e-09,5.94388165026693e-09
Fam20b,2507.546258,-0.048569601,0.054971819,-0.883536353,0.37694655,0.471141964
Fam20c,970.1318029,-0.08169425,0.0685799,-1.19122731,0.233564361,0.31680674
Fam210a,724.8140966,-0.239732622,0.075676606,-3.167856411,0.001535673,0.003520805
Fam210b,954.6281064,0.256864614,0.06972879,3.683766998,0.000229812,0.000596938
Fam214a,262.724493,0.35944116,0.127884642,2.810667137,0.00494389,0.010354697
Fam214b,146.2222331,-0.515542166,0.167499673,-3.077869691,0.002084861,0.004667556
Fam216a,482.7915002,-0.256134395,0.093327949,-2.74445541,0.006061139,0.012454236
Fam219a,245.3519201,0.06505869,0.123768904,0.525646494,0.599133846,0.681343356
Fam219b,1116.654288,-0.063486841,0.06470474,-0.981177603,0.326505167,0.418307934
Fam220a,493.9439234,-0.626477389,0.099611634,-6.28919898,3.19108234704705e-10,1.52534003113345e-09
Fam221b,8.346372492,0.218068911,0.666254339,0.327305802,0.743436604,0.803930074
Fam227a,35.27634141,0.74518701,0.351891163,2.117663325,0.034203591,0.059563133
Fam229b,96.26593341,-1.006955531,0.199355924,-5.051043936,4.39401977273164e-07,1.5747648787253e-06
Fam237a,341.9089303,-0.361774375,0.232685648,-1.55477735,0.119999105,0.179511751
Fam241a,135.5520179,-0.147043966,0.171640206,-0.856698844,0.391611342,0.485805496
Fam25a,173.3967121,0.025761605,0.146209349,0.176196704,0.86013941,0.894986646
Fam32a,1289.153263,0.329579046,0.059901231,5.502041317,3.75418944032785e-08,1.49396347888256e-07
Fam3c,1821.268335,0.091752441,0.053285032,1.721917719,0.085084425,0.132936417
Fam43a,268.0310858,0.243108675,0.121950111,1.993509264,0.04620571,0.077923131
Fam53a,935.584745,-0.12668185,0.071789815,-1.764621471,0.077627404,0.122711425
Fam53b,711.9473433,-0.188614694,0.077773309,-2.425185417,0.01530057,0.028840486
Fam53c,721.5796556,0.201652513,0.079394965,2.539865242,0.011089519,0.021584147
Fam71f1,110.9612212,-0.779856683,0.189485285,-4.115658286,3.86075937470842e-05,0.000111173
Fam71f2,13.92723253,-1.10262306,0.597426817,-1.845620298,0.064947357,0.105198887
Fam72a,67.22294878,0.531841236,0.252891122,2.103044313,0.035461896,0.061492036
Fam76b,629.3125845,0.384858451,0.084469216,4.556197734,5.20879049680332e-06,1.66988125071431e-05
Fam83c,443.8054248,-0.044254588,0.10285738,-0.430251944,0.667012381,0.739765599
Fam83d,1070.899843,0.394703606,0.066621928,5.924529893,3.13192037747351e-09,1.36882286784492e-08
Fam89b,857.2381213,0.815953795,0.071417661,11.4250982,3.13301258513645e-30,4.14435194855608e-29
Fam8a1,1102.795838,-0.147866589,0.063478602,-2.329392642,0.019838275,0.036487229
Fam98b,1589.749844,0.292209442,0.058318053,5.010617214,5.42557397333035e-07,1.92156445432887e-06
Fan1,335.2022787,0.112778343,0.111183451,1.014344689,0.310418307,0.401786051
Fanca,374.8956653,1.256759678,0.108263405,11.60835168,3.7375086851485e-31,5.1156870374326e-30
Fancc,68.50335872,1.072502315,0.237459136,4.51657635,6.28474637370613e-06,1.99270389751151e-05
Fance,527.8003419,0.125463533,0.088760881,1.413500309,0.157508671,0.226293727
Fancf,772.1746497,-0.133272543,0.086145831,-1.547057363,0.121849414,0.182041432
Fancg,170.6557027,0.714813338,0.152289378,4.693783296,2.68198140851851e-06,8.8950567376547e-06
Fanci,835.8271632,0.88538769,0.073835736,11.99131662,3.94582992974633e-33,5.87964671017872e-32
Fancl,185.1191572,0.885794545,0.150026276,5.90426271,3.54227312696019e-09,1.54227198354392e-08
