geneid,wt1_1_baseMean,wt1_1_log2FoldChange,wt1_1_lfcSE,wt1_1_stat,wt1_1_pvalue,wt1_1_padj
Kif27,7.173884718,1.023759574,0.703828891,1.454557475,0.145791811,0.208419789
Kif2a,1411.328827,0.248796229,0.055747441,4.462917502,8.08511876216188e-06,2.23375817395187e-05
Kif2c,1987.721232,0.58472532,0.048167199,12.13949182,6.52298904510298e-34,7.04532093464474e-33
Kif3b,605.6559699,-1.314426873,0.082374488,-15.95672277,2.55816001620026e-57,5.30076707704684e-56
Kif5a,27.33254783,0.788697238,0.378393225,2.084332344,0.037129947,0.06218043
Kif5b,6663.429718,0.309840923,0.034783477,8.907704061,5.21002478474751e-19,3.27070600921745e-18
Kif7,524.62757,-0.505346897,0.082766954,-6.105660228,1.02376590867711e-09,3.91240710439318e-09
Kif9,54.72406078,-0.336834274,0.259710711,-1.296959502,0.194645122,0.268429093
Kifap3,1104.853935,-0.573493217,0.063041121,-9.097129135,9.27510448054538e-20,6.0004889733302e-19
Kifbp,1413.317171,-0.093269391,0.058221344,-1.601979348,0.109160176,0.162180933
Kifc1,1485.901293,0.63549398,0.054145759,11.73672681,8.26226171801476e-32,8.26081726666545e-31
Kifc2,156.7600612,-0.247962743,0.155180994,-1.597893765,0.110066622,0.163303693
Kifc3,1735.479351,-0.113194541,0.051927999,-2.179836387,0.029269592,0.049924693
Kin,190.08951,1.228296355,0.139834103,8.783954197,1.57825980026142e-18,9.73160948538554e-18
Kirrel1,3937.040271,-0.146279322,0.044271694,-3.304127478,0.000952725,0.002055701
Kiss1r,41.87974911,-1.002017663,0.284310722,-3.524375211,0.000424483,0.000963914
Kiz,551.6046821,0.449243654,0.085645859,5.245363392,1.55974592841942e-07,5.00290912205872e-07
Klb,5.37943952,0.982465412,0.809920691,1.213039034,0.225114897,0.304141766
Klc1,3448.371032,-0.595045708,0.04543473,-13.09671507,3.43819126492748e-39,4.36470939936077e-38
Klc2,2373.571881,0.281653098,0.047951241,5.873739516,4.26072686335623e-09,1.55600874403156e-08
Klc4,1054.465704,-0.239979016,0.061735251,-3.887228303,0.000101395,0.000247284
Klf1,3.846106622,1.334429138,1.004177952,1.328877153,0.183888503,0.255318851
Klf14,6.697826864,3.050400963,0.935074097,3.2622024,0.001105502,0.002363059
Klf16,651.6765026,-0.201120143,0.075818672,-2.652646602,0.007986344,0.015153915
Klf2,114.1252105,0.144047136,0.188957145,0.762327012,0.445864856,0.537217131
Klf3,1222.799664,-0.534983246,0.058491481,-9.146344658,5.8892574667517e-20,3.8338831476782e-19
Klf4,614.0802034,0.549235149,0.079010301,6.951437261,3.61583213961703e-12,1.61743793558622e-11
Klf5,774.6694502,1.048604358,0.07385306,14.19852281,9.35639139632978e-46,1.42691206388293e-44
Klf6,4544.386683,-0.660187014,0.040267218,-16.39514832,2.0713452953306e-60,4.56494171252244e-59
Klf7,392.8886761,-0.386790151,0.098770498,-3.916049431,9.0011800314359e-05,0.000220745
Klf9,1172.675942,-0.076481949,0.060315972,-1.268021492,0.204790276,0.280473842
Klhdc10,1860.961214,-0.05955808,0.049951427,-1.192319902,0.233135834,0.313313085
Klhdc2,1191.173989,0.188769914,0.058837119,3.208347337,0.001335002,0.00282094
Klhdc3,1177.709351,0.258193,0.059691206,4.325478062,1.52201416431892e-05,4.08849178287453e-05
Klhdc4,1054.121312,0.356104172,0.067812954,5.251270581,1.51053590240067e-07,4.85187016334144e-07
Klhdc8b,23.32360845,-0.001302639,0.369749137,-0.003523034,0.997189031,0.997820583
Klhdc9,109.2277408,-0.027020522,0.180119839,-0.150014136,0.880753462,0.912339984
Klhl1,8.525330951,6.393108344,1.289633207,4.957307482,7.14768098670701e-07,2.16914765523892e-06
Klhl12,926.9871322,0.083587312,0.065418688,1.277728346,0.201345227,0.2762843
Klhl17,591.1117402,-1.048427457,0.083766757,-12.51603251,6.1009342384756e-36,7.00627367667509e-35
Klhl18,329.6350245,0.650085749,0.105685788,6.151117947,7.69386730383436e-10,2.96304559667533e-09
Klhl2,1873.255479,-0.378118138,0.049274262,-7.67374529,1.670456306057e-14,8.57186147540601e-14
Klhl20,515.5192562,0.281213376,0.086986096,3.23285432,0.0012256,0.002606623
Klhl21,1930.600987,0.474310549,0.054823115,8.651652687,5.07589215708918e-18,3.05086991554314e-17
Klhl22,2169.526279,-0.171696016,0.04922258,-3.488155596,0.000486365,0.001096382
Klhl23,429.7191915,1.061928322,0.096383518,11.01773768,3.13847894554999e-28,2.77847694885455e-27
Klhl24,567.0575948,0.087076747,0.081425549,1.06940326,0.284887999,0.371556321
Klhl25,278.1294999,0.288547994,0.123372894,2.338828116,0.019344331,0.034187339
Klhl26,708.6893717,-0.995757904,0.076157315,-13.07501329,4.57483986291738e-39,5.77560908963014e-38
Klhl28,365.6448916,-0.251745545,0.097402701,-2.584584838,0.009749632,0.01820674
Klhl30,10.45908142,-0.530767437,0.563981854,-0.941107294,0.346649878,0.437684215
Klhl33,15.11166767,0.101418108,0.517014757,0.196160953,0.844484189,0.883976403
Klhl36,267.6801525,-0.157401292,0.114556146,-1.374010018,0.169438572,0.237766948
Klhl8,114.8806677,-1.16319071,0.184722474,-6.296963692,3.03532340434846e-10,1.20007013822806e-09
Klhl9,1720.263843,-0.004622559,0.051959107,-0.088965324,0.929109468,0.946655451
Klln,51.86847572,-0.736499394,0.315729675,-2.332689805,0.019664432,0.034726227
Klrg2,145.8095353,0.761133039,0.152694163,4.984689797,6.20612995215823e-07,1.89244773107933e-06
Kmt2a,3431.667589,-0.003451894,0.058420203,-0.059087337,0.952882545,0.964242533
Kmt2d,2231.497688,-0.287792729,0.056698068,-5.075882493,3.8570161370535e-07,1.19719268861921e-06
Kmt2e,2346.1232,-0.252950574,0.050632969,-4.99576818,5.86020231776448e-07,1.79221909386605e-06
Kmt5a,3788.022206,-0.041360652,0.044003583,-0.939938286,0.347249217,0.43824744
Kmt5b,777.1165757,0.744791841,0.072254587,10.30788317,6.49153815562549e-25,5.10661715433592e-24
Knl1,1528.905928,0.613114398,0.058338059,10.50968116,7.79566559231412e-26,6.31940631076463e-25
Knop1,1544.246061,0.669909308,0.054139263,12.37381653,3.62193567575739e-35,4.08557201768373e-34
Knstrn,1427.476689,0.246731679,0.062455532,3.950517584,7.79823681059984e-05,0.000193275
Kpna3,3313.09365,0.778379795,0.042554437,18.29138971,9.69126139342282e-75,2.82777162800945e-73
Kpna4,1520.523087,0.784945245,0.054094172,14.51071741,1.03631015259339e-47,1.67893987611376e-46
Kpna5,169.418718,0.042566517,0.147063848,0.289442424,0.772242834,0.827051829
Kpna6,4550.070777,0.303096144,0.039583628,7.657108641,1.90165760001121e-14,9.71467602899876e-14
Kri1,1377.10741,0.314594766,0.055008814,5.71898838,1.07160122025096e-08,3.79003548461054e-08
Krit1,1446.882498,0.118571012,0.053823895,2.202943729,0.027598715,0.047377173
Krr1,1468.030877,0.314540606,0.06235378,5.044451305,4.54824641620858e-07,1.4014774382703e-06
Krt80,345.0574531,1.304168245,0.110399521,11.81316938,3.33739129649155e-32,3.38413844408425e-31
Krtcap2,762.15318,-0.072020326,0.074379135,-0.968286685,0.332901213,0.423551065
Kti12,743.5050676,0.574649895,0.073200738,7.850329261,4.14946424195945e-15,2.19526234965459e-14
Ktn1,3485.58441,0.200979473,0.041233291,4.874204051,1.09248025139685e-06,3.27715423956915e-06
Kyat3,328.6579196,-0.296456428,0.102217203,-2.900259651,0.003728537,0.007458377
L2hgdh,252.2902312,-0.43858258,0.117061808,-3.746589835,0.000179255,0.000426439
L3hypdh,181.6399087,0.198677823,0.13657751,1.454689159,0.145755335,0.208393691
L3mbtl1,9.450571341,-0.452352399,0.592520857,-0.76343709,0.445202767,0.536702071
L3mbtl2,282.7029584,0.771793764,0.11203024,6.889155669,5.61244972723461e-12,2.48337330677406e-11
L3mbtl3,628.3750856,0.165464437,0.081074351,2.040897448,0.041261022,0.068427369
L3mbtl4,27.61195328,-2.162862217,0.394975672,-5.475937806,4.35200535201991e-08,1.45891668277854e-07
Lacc1,793.1894448,0.794567228,0.071090289,11.17687442,5.29211429906072e-29,4.80406375814734e-28
Lactb,165.6263059,0.389531258,0.146302735,2.662501543,0.007756221,0.014741718
Lactb2,571.4930723,0.043225617,0.103405093,0.41802213,0.675930937,0.745544654
Lad1,22.63011925,0.512370315,0.383072567,1.33752808,0.181050323,0.251898016
Lama3,80.00380783,-1.2682426,0.2300306,-5.513364753,3.52037581406787e-08,1.18778933809169e-07
Lama5,26928.46543,-0.778130996,0.038886326,-20.01040129,4.4703554029567e-89,1.78782954891674e-87
Lamb1,16841.72267,-0.664401376,0.029729673,-22.34808875,1.26023768393493e-110,6.96357421683467e-109
Lamb2,5147.763394,-0.189600895,0.053554118,-3.540360697,0.000399581,0.000910802
Lamc1,12382.349,-0.695137268,0.031359297,-22.16686362,7.17382462432692e-109,3.85231014333574e-107
Lamc2,270.4465118,1.3488537,0.118952994,11.33938417,8.37315941331641e-30,7.85661996468524e-29
Lamp1,20644.71509,-0.328566176,0.039327268,-8.354665746,6.56182524278573e-17,3.77346189678146e-16
Lamtor1,1570.453277,-0.318561949,0.055315931,-5.758954799,8.4636360275788e-09,3.01017005234597e-08
Lamtor2,1176.872326,0.010410956,0.062587749,0.166341753,0.86788801,0.90252778
Lamtor3,1708.110695,-0.003612996,0.050754255,-0.071186072,0.943249666,0.957310531
Lamtor4,170.7125393,-0.85064705,0.152739737,-5.569258312,2.5582597921936e-08,8.73473895615234e-08
Lancl1,663.9612737,-0.513111533,0.083214707,-6.166115983,6.99877579885192e-10,2.7053733554332e-09
Lap3,1796.126328,0.087779159,0.050899906,1.72454462,0.084609571,0.130023414
Large1,556.7900527,-0.400885876,0.088531578,-4.528168176,5.9497221383596e-06,1.66714654136593e-05
Larp1b,913.6732276,0.374312566,0.066828396,5.60110054,2.12995146083435e-08,7.32703302527016e-08
Larp4,3320.799976,0.378946402,0.041780316,9.069974617,1.1904474513544e-19,7.68416362787335e-19
Larp4b,1769.772537,-0.082879025,0.050918289,-1.62768677,0.10359132,0.155190244
Larp6,452.191709,0.251375358,0.089155086,2.819529097,0.004809417,0.009456603
Larp7,671.6404566,0.570132502,0.076934411,7.410630602,1.25700262039771e-13,6.13902475324891e-13
Lars1,3475.412815,0.045819998,0.041116696,1.114389093,0.265112301,0.34906809
Lars2,1087.337487,0.091280654,0.06430095,1.419584855,0.155728577,0.220721619
Lat,205.3689402,-0.98963018,0.131112869,-7.547925619,4.42245359639177e-14,2.21471209437518e-13
Lat2,3.036899398,-0.286619783,1.017975978,-0.281558494,0.77828207,0.832350661
Lats1,1894.231219,0.335004957,0.053035075,6.316667922,2.672630207585e-10,1.06181119535801e-09
Lats2,1775.10954,0.68406579,0.058016547,11.79087389,4.35003681441191e-32,4.39538172113458e-31
Lax1,14.82755545,0.765822558,0.487445053,1.57109515,0.116160549,0.17115089
Layn,4820.45472,-0.11207723,0.041620409,-2.692843041,0.007084561,0.013534861
Lbhd1,15.58046762,0.192637997,0.500718118,0.384723442,0.700442326,0.766812722
Lbr,3707.668702,0.253464282,0.040253479,6.296705027,3.04039053578988e-10,1.20165815301882e-09
Lca5,89.79031861,-0.052861342,0.194303442,-0.272055612,0.785579259,0.838195482
Lca5l,36.3369201,-0.627958347,0.298611954,-2.102924342,0.035472384,0.05968419
Lcat,247.8581312,-0.242571957,0.138291629,-1.754061029,0.07942005,0.123157068
Lck,37.16888439,-0.48624017,0.321449971,-1.512646489,0.130369479,0.189066324
Lcmt1,505.2442188,-0.15122759,0.087358879,-1.731107256,0.083432636,0.128300954
Lcmt2,135.0857391,0.74791876,0.161991425,4.617026868,3.89276887204291e-06,1.11230303168691e-05
Lcn12,8.231788058,0.818974133,0.695197769,1.178044823,0.238778737,0.319507627
Lcor,1787.82857,0.248278873,0.056336321,4.407083526,1.0477179335797e-05,2.86077768543438e-05
Lcorl,412.0956556,0.050270992,0.094058625,0.53446446,0.593020232,0.671381314
Lcp1,40.58990107,-0.719951875,0.28825634,-2.497609854,0.012503372,0.02287851
Lctl,56.44370833,0.679767913,0.25689079,2.646135791,0.008141713,0.015423138
Ldb1,2162.334623,0.363462048,0.050363976,7.216706738,5.32616660196721e-13,2.51322993371704e-12
Ldha,14384.49283,-0.358360575,0.034255378,-10.46143972,1.29867175718355e-25,1.04459968766986e-24
Ldhd,13.34452267,-4.110317497,0.779542564,-5.272730044,1.34409199259007e-07,4.33428931808436e-07
Ldlr,4325.09076,-0.6790666,0.038931364,-17.44266142,3.91414536828328e-68,1.0244850050898e-66
Ldlrad3,271.6393875,0.183726485,0.112513441,1.632929208,0.102483886,0.153833424
Ldlrad4,2.005175139,-0.311759964,1.259525694,-0.247521718,0.804504486,0.853191652
Ldlrap1,1215.258691,0.342047551,0.062632223,5.461207221,4.72907653508053e-08,1.58161337451027e-07
Lekr1,77.85746988,-0.120823613,0.20853789,-0.57938446,0.562329787,0.643680951
Lemd1,5.440887849,-1.05211037,0.783588062,-1.342683,0.179374642,0.24980971
Lemd2,1386.601367,-0.548201715,0.057738266,-9.494599506,2.21059479406185e-21,1.51769407289793e-20
Lemd3,863.5041093,0.014395188,0.06955335,0.206966137,0.836036305,0.876738173
Lenep,8.386646208,-0.095929175,0.6498031,-0.147628067,0.882636304,0.913132602
Leo1,1208.333199,0.59129166,0.060621116,9.75388937,1.77533211461537e-22,1.27551813611624e-21
Leprot,1251.255213,-0.433867558,0.057965466,-7.484931792,7.15843039809917e-14,3.5429739027892e-13
Leprotl1,1200.496389,-0.154632177,0.059904849,-2.581296508,0.009843,0.0183751
Letm1,3192.482387,0.741687946,0.042577749,17.41961383,5.85711035493973e-68,1.52605075717086e-66
Letm2,343.6335929,-0.794184388,0.105894568,-7.499765088,6.39323042898949e-14,3.17938128899051e-13
Letmd1,617.4934528,0.480488063,0.081789151,5.874716328,4.23568027610254e-09,1.54735582874675e-08
Lfng,209.8395945,0.426441696,0.131039016,3.254310877,0.001136678,0.00242562
Lgals1,28032.87205,-0.391458048,0.039279875,-9.965867897,2.14987851601416e-23,1.59989007587313e-22
Lgals2,115.5467443,-0.07324004,0.17082837,-0.428734642,0.668116347,0.738777531
Lgals3,12879.11405,-1.19800992,0.038134379,-31.41548263,1.24359059701132e-216,2.15518018918416e-214
Lgals8,2134.145495,-0.116945512,0.050327702,-2.323680769,0.02014261,0.035488474
Lgmn,10943.31218,-0.532831779,0.037504843,-14.20701275,8.28864912335885e-46,1.26576193154844e-44
Lgr4,880.0697776,-0.252672974,0.069785651,-3.620700983,0.000293806,0.000681239
Lgr5,11.08598227,5.798220966,1.265780082,4.580749097,4.63313414355189e-06,1.31400417391387e-05
Lhfpl2,46.2894567,0.719464181,0.269056357,2.674027812,0.007494624,0.014272978
Lhfpl6,1033.732114,-0.464129202,0.063294127,-7.332895172,2.2523311458732e-13,1.0870111243248e-12
Lhpp,458.2228506,-0.648199134,0.097330127,-6.659799524,2.74201348521612e-11,1.15773902709125e-10
Lhx9,121.7508415,-1.068611059,0.169341875,-6.310376912,2.78356722180713e-10,1.10511773283686e-09
Lias,491.788979,-0.500846261,0.086894087,-5.763870474,8.2206514409537e-09,2.92830305766516e-08
Lif,4093.227785,0.151792732,0.039139311,3.878267822,0.000105203,0.000255751
Lifr,8.669882295,1.586929841,0.685731585,2.3142143,0.02065597,0.036292317
Lig4,319.6449033,0.773316148,0.115224503,6.711386306,1.92783974248581e-11,8.22784737856444e-11
Lima1,2390.628057,-0.052621052,0.051095911,-1.029848584,0.30308109,0.391092228
Limd1,1541.147587,-0.14903199,0.058417211,-2.55116577,0.010736325,0.019916004
Lime1,155.9309241,-0.621049055,0.145769197,-4.260495831,2.03973887722865e-05,5.40058640688457e-05
Limk1,1160.491821,0.427212952,0.062745744,6.808636293,9.85282189546907e-12,4.29156804418794e-11
Limk2,565.6204529,0.258749736,0.083490348,3.099157454,0.001940719,0.004018454
Lims1,4038.005273,-0.289043299,0.038744732,-7.460196176,8.63937508898872e-14,4.2575257332121e-13
Lin52,402.9583866,0.08470909,0.096793468,0.875152961,0.381490683,0.473444924
Lin54,1507.108152,1.081643875,0.054286604,19.92469232,2.48569377023025e-88,9.70353766003194e-87
Lin7a,17.02190417,-0.62584978,0.446931644,-1.400325505,0.161415867,0.227850757
Lin7c,3831.255557,0.034573039,0.045361497,0.762167078,0.445960292,0.537275524
Lin9,311.1217495,0.901806184,0.109268107,8.253150966,1.54271972130102e-16,8.70529263554071e-16
Lins1,398.0966253,0.280924157,0.103129038,2.724006384,0.006449526,0.012419138
Lipa,11953.56941,-0.699799822,0.035013915,-19.98633455,7.24245972053248e-89,2.87636299595314e-87
Liph,41.58954609,-0.009239269,0.289130972,-0.031955307,0.974507692,0.981112489
Lipi,6.280076245,0.534091096,0.72833641,0.733302754,0.463373796,0.554110766
Lipt1,27.45275313,-0.250074784,0.352589485,-0.709251963,0.478168133,0.567588948
Lipt2,84.1597763,-0.117316506,0.206345803,-0.568543215,0.569666171,0.650348504
Lix1l,1821.666395,-0.122425087,0.051690395,-2.368430096,0.017863756,0.031796707
Llph,1205.841505,0.619131326,0.066453817,9.316715739,1.19997176049574e-20,8.01242089699376e-20
Lman1,7324.593836,-0.445087239,0.036287661,-12.26552555,1.38709371748812e-34,1.52553634044511e-33
Lman2,3892.363249,0.251371886,0.045460738,5.529428234,3.21276199016419e-08,1.08752801549269e-07
Lman2l,539.1448094,-0.329623912,0.085748956,-3.844057443,0.000121017,0.000292603
Lmbr1l,182.8234931,-0.068217749,0.142207351,-0.479706212,0.63143631,0.706344109
Lmbrd1,482.2017782,0.188292288,0.090036968,2.091277538,0.036503192,0.061220456
Lmbrd2,1305.088239,0.20265497,0.056658432,3.576783961,0.000347847,0.000799895
Lmf2,1268.838784,0.62965555,0.057728971,10.90709806,1.06605213348137e-27,9.2585454083219e-27
Lmln,113.6488963,0.689120018,0.174901368,3.94004934,8.14648523314519e-05,0.000201469
Lmna,26394.2164,-0.405657781,0.030996967,-13.08701521,3.90659944770513e-39,4.9483593004265e-38
Lmnb1,3507.820114,1.085022342,0.042982442,25.24338517,1.33876413003798e-140,1.05605407719824e-138
Lmnb2,1834.416328,0.673951612,0.054404856,12.38771067,3.04615599482366e-35,3.44969626423694e-34
Lmo2,130.0421668,0.464620595,0.161808319,2.871425884,0.004086246,0.008112911
Lmo4,644.1016746,0.231662266,0.080889145,2.863947508,0.004183973,0.008288238
Lmo7,205.2644371,-1.404730146,0.133710346,-10.50577007,8.12568757416516e-26,6.58226731397317e-25
Lmod2,4.106939774,0.574245125,1.024171285,0.560692467,0.575007203,0.654746878
Lmtk2,2781.767431,0.155377774,0.045879177,3.386673122,0.000707456,0.001560096
Lnpep,3152.155657,-0.44126697,0.041974428,-10.51275726,7.54546510374543e-26,6.12961859777274e-25
Lnpk,509.1313124,0.576435977,0.089810328,6.418370691,1.37740531500608e-10,5.5611584867771e-10
Lnx1,15.82743382,-0.135621599,0.469587553,-0.288810039,0.772726749,0.827415143
Lnx2,442.5579582,0.044345326,0.090596968,0.489479143,0.624502517,0.70023133
LOC100689008,1046.492776,-0.779960503,0.064437078,-12.10421906,1.00319559177993e-33,1.07439617778828e-32
LOC100689009,576.4373503,-0.432544453,0.084183084,-5.138139805,2.77471426052562e-07,8.7166112913738e-07
LOC100689010,2614.909805,-0.357882688,0.050731442,-7.054455219,1.73278242390867e-12,7.8836775515781e-12
LOC100689011,1558.44496,-0.940063603,0.060319377,-15.58476967,9.23957817892802e-55,1.79122534255218e-53
LOC100750349,30.99786523,0.463384268,0.365518015,1.267746728,0.204888412,0.280473842
LOC100750367,549.2323333,-0.448315918,0.084841177,-5.284178406,1.26270152137233e-07,4.08035325592747e-07
LOC100750376,234.1968419,0.050395005,0.13234843,0.380775238,0.703370035,0.769502292
LOC100750381,177.2921782,-0.602764659,0.149467157,-4.032756558,5.51263787955226e-05,0.000139007
LOC100750406,278.6641495,-0.116703106,0.112589921,-1.036532436,0.299953815,0.387756751
LOC100750407,497.3874632,0.395977999,0.084431905,4.689909547,2.73325847207592e-06,7.91268296724991e-06
LOC100750437,856.634487,-0.624432009,0.072911657,-8.564227378,1.08802940820622e-17,6.46151628819455e-17
LOC100750500,203.2174369,0.80124357,0.136857482,5.854583615,4.78206575151449e-09,1.74139662737417e-08
LOC100750508,184.7178602,-0.319146089,0.134865245,-2.366407207,0.017961676,0.031944097
LOC100750526,1584.233552,0.265243378,0.05309867,4.995292323,5.87467128307714e-07,1.79616386356152e-06
LOC100750542,4038.987459,0.299083822,0.044529997,6.716457193,1.86195974005318e-11,7.94964371285115e-11
LOC100750593,47512.27831,-0.182024787,0.026944733,-6.755486723,1.4235654463776e-11,6.12133141942367e-11
LOC100750644,1130.168511,-1.990709151,0.067500123,-29.49193374,3.65326156303432e-191,4.64288952866517e-189
LOC100750669,997.117495,1.788137643,0.078189604,22.86925052,9.4034218312531e-116,5.40484115104889e-114
LOC100750719,242.3462089,-0.085952677,0.120147127,-0.715395197,0.47436488,0.564446468
LOC100750728,430.1414336,0.091522962,0.094457682,0.968930847,0.332579693,0.423189068
LOC100750743,229.090758,-0.063098333,0.123500949,-0.510913747,0.609411455,0.686676014
LOC100750822,3173.3757,0.146238074,0.046000232,3.179072529,0.001477471,0.003106492
LOC100750831,7.616714166,0.079776339,0.657012546,0.121422854,0.903356116,0.927937786
LOC100750834,10.07902838,-1.952100088,0.622094017,-3.137950268,0.001701337,0.00355367
LOC100750890,5.936997723,0.368762,0.742166629,0.496872246,0.619279144,0.695750829
LOC100750937,8.697570003,-0.435291801,0.614598282,-0.708254178,0.478787427,0.568265081
LOC100751025,197.6065924,0.562937895,0.131275548,4.288215914,1.80113969102678e-05,4.79772607963772e-05
LOC100751044,269.6698232,-0.497130141,0.121454808,-4.093128528,4.25591654979814e-05,0.000108805
LOC100751053,182.2821192,0.507203514,0.143872291,3.525373161,0.000422887,0.00096048
LOC100751123,26.16979326,-0.196631411,0.374800073,-0.524630132,0.599840336,0.677693971
LOC100751128,50.10313207,0.140035607,0.253987434,0.551348565,0.581394753,0.660573476
LOC100751148,4.992720164,1.021419395,0.833488797,1.225474654,0.220396434,0.298684172
LOC100751175,102.7671217,-0.137758756,0.19748717,-0.697558001,0.485453655,0.574537415
LOC100751184,10.96425338,-1.051823243,0.572173942,-1.838292808,0.06601927,0.10442932
LOC100751280,4.576523683,1.097904041,0.866325303,1.267311526,0.205043921,0.280638072
LOC100751304,381.7731109,-0.084103579,0.099056899,-0.849043127,0.395857295,0.488130194
LOC100751311,50.89015525,-1.219278289,0.260427563,-4.681832728,2.84321445319767e-06,8.22267684340707e-06
LOC100751315,147.6863537,-0.360760212,0.152082712,-2.372131634,0.017685789,0.031504446
LOC100751321,414.6684367,0.696851472,0.100029681,6.966447023,3.25045214357673e-12,1.45913153917703e-11
LOC100751341,5.720685295,-1.220598495,0.787598598,-1.549772306,0.121196176,0.177518487
LOC100751377,3.9589096,-0.476697952,0.969008781,-0.491943893,0.622759008,0.698660031
LOC100751390,221.126549,-0.007249878,0.128396985,-0.056464552,0.954971734,0.965779548
LOC100751467,127.405095,-0.16760571,0.175159802,-0.956873142,0.338631289,0.429075516
LOC100751495,69.39422617,-0.156024846,0.263131974,-0.592952819,0.553212728,0.635178396
LOC100751499,1523.773271,-0.349720004,0.053436557,-6.54458335,5.96614827041115e-11,2.45912806907974e-10
LOC100751534,5785.738422,-0.627968828,0.041983387,-14.95755522,1.39040749157534e-50,2.450459304875e-49
LOC100751546,2180.551911,0.601842797,0.049586943,12.1371225,6.71460452420966e-34,7.23860947671161e-33
LOC100751550,181.9868653,-0.635483753,0.143308305,-4.434381897,9.23368208657886e-06,2.53212312889688e-05
LOC100751590,705.1584987,0.555873752,0.075309811,7.381159785,1.56916546808327e-13,7.63100111561922e-13
LOC100751600,137.2855203,0.515441005,0.162183862,3.178127588,0.001482295,0.003116062
LOC100751616,174.7703244,0.303408255,0.140084149,2.165899977,0.030318831,0.051605177
LOC100751631,5.637143649,0.480387898,0.826438063,0.581275137,0.561055035,0.642634437
LOC100751634,305.4314461,0.506553956,0.124523412,4.067941518,4.74302808801553e-05,0.000120498
LOC100751672,75.95730035,0.519193844,0.230519452,2.252277797,0.024304722,0.042203949
LOC100751675,5.836873347,-0.775027103,0.765624979,-1.012280326,0.311404039,0.399981965
LOC100751684,5.792382637,1.600680642,0.837756952,1.910674257,0.056046455,0.090264623
LOC100751742,127.2619465,0.588171897,0.168972252,3.480878609,0.000499772,0.001123946
LOC100751755,2108.854679,-0.632330999,0.052256704,-12.10047603,1.05000514425624e-33,1.12242605981335e-32
LOC100751775,9791.291939,-0.940268523,0.037082883,-25.35586371,7.74323953931238e-142,6.15049818407326e-140
LOC100751776,1.116433126,3.487519812,1.976678887,1.764333011,0.077675929,0.120845658
LOC100751778,31.87719129,-0.693355825,0.32713911,-2.119452567,0.034052238,0.057506201
LOC100751819,364.9529149,0.372642153,0.099742212,3.736052625,0.000186932,0.000443502
LOC100751837,595.1460545,-0.363696537,0.078269148,-4.64674198,3.37218517109103e-06,9.69609200274993e-06
LOC100751845,3993.77553,-0.176587857,0.043442614,-4.0648534,4.80626624438512e-05,0.000121975
LOC100751894,537.5055949,0.170445168,0.081935776,2.08022889,0.037504544,0.06276181
LOC100751910,422.2593981,0.486935849,0.097353442,5.001732226,5.68174719517182e-07,1.73950279492439e-06
LOC100751975,8.62340654,0.424595175,0.633938651,0.669773288,0.503002324,0.589904705
LOC100752010,1312.15734,1.440523331,0.062469415,23.05965776,1.17680131203296e-117,6.86747622807807e-116
LOC100752061,1603.826874,-0.797997171,0.056370912,-14.15618705,1.71025233040064e-45,2.59785739111853e-44
LOC100752071,9.391582599,0.469013077,0.705012718,0.665254775,0.505887552,0.592377336
LOC100752103,1533.415747,-0.990467128,0.056616262,-17.49439268,1.58088652270767e-68,4.16640093242633e-67
LOC100752107,83.51633983,-1.449858217,0.208683486,-6.947642323,3.71441274221777e-12,1.66088557253663e-11
LOC100752128,7.538664366,-0.494444061,0.648815895,-0.762071435,0.44601737,0.537287697
LOC100752142,69.82499074,0.492951836,0.22134276,2.227097174,0.02594078,0.044772996
LOC100752159,42.75164518,0.464224286,0.296305781,1.566706815,0.117183237,0.172546584
LOC100752174,198.5079469,0.434758682,0.132275344,3.286770378,0.001013434,0.002176838
LOC100752187,38.32201414,-0.279730816,0.298040734,-0.938565721,0.347953759,0.438942881
LOC100752202,28.35629301,0.796464256,0.360365447,2.210157116,0.02709426,0.046602127
LOC100752211,1394.079065,0.859484298,0.057264053,15.00914204,6.39697847308728e-51,1.13615900272007e-49
LOC100752244,277.9466956,-0.326463578,0.116341807,-2.806072796,0.005014936,0.009828794
LOC100752268,3748.892802,-0.342627894,0.041339663,-8.288115395,1.15056926057908e-16,6.55389004108739e-16
LOC100752273,1754.167415,-0.23449994,0.050748319,-4.620841563,3.82186565506312e-06,1.09258933673112e-05
LOC100752373,84.06141936,-0.003405113,0.200736944,-0.016963062,0.986466084,0.989927976
LOC100752397,16.74306638,-0.327486295,0.444940695,-0.736022349,0.461717097,0.552360648
LOC100752419,443.4373893,-0.055458889,0.088725308,-0.625062791,0.531929848,0.616613757
LOC100752430,265.4720974,-0.84919855,0.115507588,-7.351885392,1.95430346304303e-13,9.45172220308084e-13
LOC100752448,940.1581459,0.54743109,0.068725338,7.965491461,1.64568398470606e-15,8.89151318708921e-15
LOC100752453,208.3143341,0.618444717,0.12824097,4.822520595,1.41755387720145e-06,4.21251786111462e-06
LOC100752468,131.9040912,0.266414171,0.159436603,1.670972443,0.094727121,0.143794135
LOC100752484,19.14498398,0.646756378,0.427455146,1.513039168,0.13026971,0.188945593
LOC100752547,3894.320037,-0.23770243,0.049064681,-4.844674912,1.26819152448149e-06,3.784392031573e-06
